Bestand   ;Bouwvergnr. (2);  ;Postcode;;Adres;Huisnr.;Voorvoegsl;;Postcode;Bvnr;Jaar;Zaaknummer;Tabnaam;Omschrijving ;Datum vergunning ;Omschrijving ;Omschrijving bouwvergunning, adres, huisnummer, plaatsnaam;Plaatsnaam;Gemeente;classificatiecode (5.1);Omschrijving classificatiecode ;Bron ;Omschrijving ;Gemeentecode;Bron classificatiecode ;KvK nummer;Omvang in MB;Bestandsformaat;;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;Aanmaakdatum bestand;Aggregatieniveau;Relatie ID;Checksum;Datum;Algoritme;Classificatie;;;;;;
GDB-0058-02;BR969-1947;Kerkweg;;Kerkweg Raamsdonk;Kerkweg;;;Kerkweg;;969;1947;NL-0834-470969;Tekening (technisch);Bouwvergunning tekening herstellen en uitbreiden woning  aan Kerkweg  Raamsdonk   14-08-1947;1947.08.14;  herstellen en uitbreiden woning  aan Kerkweg  Raamsdonk   14-08-1947;Bouwvergunning  herstellen en uitbreiden woning  aan Kerkweg  Raamsdonk   14-08-1947;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Afbreken bestaande bergplaats en herbouw bergplaats op dezelfde fundering;NL 0779;2010;K50771752;;pdf;dut;datum vergunning;Bouw-en woningtoezicht;hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.08;Record;Archief ;;1947.08.14;SHA-256;Niet vertrouwelijk ;;1947.08.14;NL-0834-470969;GDB-0058-02;GDB-0058-02;
GDB-0407-01;BR496-1955;Stationstraat;;Stationstraat 11 Raamsdonk;Stationstraat;11;;Stationstraat 11;;496;1955;NL-0834-550496;Beschikking;Bouwvergunning beschikking plaatsen overkapping Stationstraat 11  Raamsdonk   11-02-1955;1955.02.11;  plaatsen overkapping Stationstraat 11  Raamsdonk   11-02-1955;Bouwvergunning  plaatsen overkapping Stationstraat 11  Raamsdonk   11-02-1955;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Afbreken bestaande bergplaats en herbouw bergplaats op dezelfde fundering;NL 0779;2010;K50771752;;pdf;dut;datum vergunning;Bouw-en woningtoezicht;hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.08;Record;Archief ;;1955.02.11;SHA-256;Niet vertrouwelijk ;;1955.02.11;NL-0834-55096;GDB-0407-01;GDB-0407-01;
GDB-0407-02;BR496-1955;Stationstraat;;Stationstraat 11 Raamsdonk;Stationstraat;11;;Stationstraat 11;;496;1955;NL-0834-550496;Tekening (technisch);Bouwvergunning Tekening plaatsen overkapping Stationstraat 11  Raamsdonk   11-02-1955;1955.02.11;  plaatsen overkapping Stationstraat 11  Raamsdonk   11-02-1955;Bouwvergunning plaatsen overkapping Stationstraat 11  Raamsdonk   11-02-1955;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Afbreken bestaande bergplaats en herbouw bergplaats op dezelfde fundering;NL 0779;2010;K50771752;;pdf;dut;datum vergunning;Bouw-en woningtoezicht;hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.08;Record;Archief ;;1955.02.11;SHA-256;Niet vertrouwelijk ;;1955.02.11;NL-0834-550496;GDB-0407-02;GDB-0407-02;
GDB-0408-01;BR506-1955;Irenestraat;;Irenestraat Raamsdonksveer;Irenestraat;;;Irenestraat;;506;1955;NL-0834-550506;Beschikking;Bouwvergunning beschikking bouwen woning aan de Irenestraat Raamsdonksveer  18-02-1955;1955.02.18;bouwen woning aan de Irenestraat Raamsdonksveer  18-02-1955;Bouwvergunningbouwen woning aan de Irenestraat Raamsdonksveer  18-02-1955;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Afbreken bestaande bergplaats en herbouw bergplaats op dezelfde fundering;NL 0779;2010;K50771752;;pdf;dut;datum vergunning;Bouw-en woningtoezicht;hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.08;Record;Archief ;;1955.02.18;SHA-256;Niet vertrouwelijk ;;1955.02.18;NL-0834-550506;GDB-0408-01;GDB-0408-01;
GDB-0408-02;BR506-1955;Irenestraat;;Irenestraat Raamsdonksveer;Irenestraat;;;Irenestraat;;506;1955;NL-0834-550506;Tekening (technisch);Bouwvergunning tekening bouwen woning aan de Irenestraat Raamsdonksveer  18-02-1955;1955.02.18;bouwen woning aan de Irenestraat Raamsdonksveer  18-02-1955;Bouwvergunningbouwen woning aan de Irenestraat Raamsdonksveer  18-02-1955;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Afbreken bestaande bergplaats en herbouw bergplaats op dezelfde fundering;NL 0779;2010;K50771752;;pdf;dut;datum vergunning;Bouw-en woningtoezicht;hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.08;Record;Archief ;;1955.02.18;SHA-256;Niet vertrouwelijk ;;1955.02.18;NL-0834-550506;GDB-0408-02;GDB-0408-02;
GDB-0409-01;BR505-1955;Irenestraat;;Irenestraat Raamsdonksveer;Irenestraat;;;Irenestraat;;505;1955;NL-0834-550505;Beschikking;Bouwvergunning beschikking bouwen woning aan de Irenestraat Raamsdonksveer  18-02-1955;1955.02.18;bouwen woning aan de Irenestraat Raamsdonksveer  18-02-1955;Bouwvergunningbouwen woning aan de Irenestraat Raamsdonksveer  18-02-1955;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Afbreken bestaande bergplaats en herbouw bergplaats op dezelfde fundering;NL 0779;2010;K50771752;;pdf;dut;datum vergunning;Bouw-en woningtoezicht;hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.08;Record;Archief ;;1955.02.18;SHA-256;Niet vertrouwelijk ;;1955.02.18;NL-0834-550505;GDB-0409-01;GDB-0409-01;
GDB-0409-02;BR505-1955;Irenestraat;;Irenestraat Raamsdonksveer;Irenestraat;;;Irenestraat;;505;1955;NL-0834-550505;Tekening (technisch);Bouwvergunning tekening bouwen woning aan de Irenestraat Raamsdonksveer  18-02-1955;1955.02.18;bouwen woning aan de Irenestraat Raamsdonksveer  18-02-1955;Bouwvergunningbouwen woning aan de Irenestraat Raamsdonksveer  18-02-1955;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Afbreken bestaande bergplaats en herbouw bergplaats op dezelfde fundering;NL 0779;2010;K50771752;;pdf;dut;datum vergunning;Bouw-en woningtoezicht;hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.08;Record;Archief ;;1955.02.18;SHA-256;Niet vertrouwelijk ;;1955.02.18;NL-0834-550505;GDB-0409-02;GDB-0409-02;
GDB-0410-01;BR507-1955;Boterpolder;;Boterpolder Raamsdonksveer;Boterpolder;;;Boterpolder;;507;1955;NL-0834-550507;Beschikking;Bouwvergunning beschikking bouwen 10 woningen  aan de Boterpolder Raamsdonksveer  18-02-1955;1955.02.18; beschikking bouwen 10 woningen  aan de Boterpolder Raamsdonksveer  18-02-1955;Bouwvergunning beschikking bouwen 10 woningen  aan de Boterpolder Raamsdonksveer  18-02-1955;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Afbreken bestaande bergplaats en herbouw bergplaats op dezelfde fundering;NL 0779;2010;K50771752;;pdf;dut;datum vergunning;Bouw-en woningtoezicht;hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.08;Record;Archief ;;1955.02.18;SHA-256;Niet vertrouwelijk ;;1955.02.18;NL-0834-550507;GDB-0410-01;GDB-0410-01;
GDB-0410-02;BR507-1955;Boterpolder;;Boterpolder Raamsdonksveer;Boterpolder;;;Boterpolder;;507;1955;NL-0834-550507;Tekening (technisch);Bouwvergunning tekening bouwen 10 woningen  aan de Boterpolder Raamsdonksveer  18-02-1955;1955.02.18; beschikking bouwen 10 woningen  aan de Boterpolder Raamsdonksveer  18-02-1955;Bouwvergunning beschikking bouwen 10 woningen  aan de Boterpolder Raamsdonksveer  18-02-1955;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Afbreken bestaande bergplaats en herbouw bergplaats op dezelfde fundering;NL 0779;2010;K50771752;;pdf;dut;datum vergunning;Bouw-en woningtoezicht;hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.08;Record;Archief ;;1955.02.18;SHA-256;Niet vertrouwelijk ;;1955.02.18;NL-0834-550507;GDB-0410-02;GDB-0410-02;
GDB-0410-03;BR507-1955;Boterpolder;;Boterpolder Raamsdonksveer;Boterpolder;;;Boterpolder;;507;1955;NL-0834-550507;overige documenten;Bouwvergunning overige documenten bouwen 10 woningen  aan de Boterpolder Raamsdonksveer  18-02-1955;1955.02.18; beschikking bouwen 10 woningen  aan de Boterpolder Raamsdonksveer  18-02-1955;Bouwvergunning beschikking bouwen 10 woningen  aan de Boterpolder Raamsdonksveer  18-02-1955;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Afbreken bestaande bergplaats en herbouw bergplaats op dezelfde fundering;NL 0779;2010;K50771752;;pdf;dut;datum vergunning;Bouw-en woningtoezicht;hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.08;Record;Archief ;;1955.02.18;SHA-256;Niet vertrouwelijk ;;1955.02.18;NL-0834-550507;GDB-0410-03;GDB-0410-03;
GDB-0412-01;BR508-1955;Luiten Ambachtstraat;;Luiten Ambachtstraat 44 Raamsdonk;Luiten Ambachtstraat;44;;Luiten Ambachtstraat 44;;508;1955;NL-0834-550508;Beschikking;Bouwvergunning beschikking verbouw kantoren Luiten Ambachtstraat 44 Raamsdonk 25-02-1955;1955.02.25;verbouw kantoren Luiten Ambachtstraat 44 Raamsdonk 25-02-1955;Bouwvergunningverbouw kantoren Luiten Ambachtstraat 44 Raamsdonk 25-02-1955;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Afbreken bestaande bergplaats en herbouw bergplaats op dezelfde fundering;NL 0779;2010;K50771752;;pdf;dut;datum vergunning;Bouw-en woningtoezicht;hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.08;Record;Archief ;;1955.02.25;SHA-256;Niet vertrouwelijk ;;1955.02.25;NL-0834-550508;GDB-0412-01;GDB-0412-01;
GDB-0412-02;BR508-1955;Luiten Ambachtstraat;;Luiten Ambachtstraat 44 Raamsdonk;Luiten Ambachtstraat;44;;Luiten Ambachtstraat 44;;508;1955;NL-0834-550508;Tekening (technisch);Bouwvergunning tekening verbouw kantoren Luiten Ambachtstraat 44 Raamsdonk 25-02-1955;1955.02.25;verbouw kantoren Luiten Ambachtstraat 44 Raamsdonk 25-02-1955;Bouwvergunningverbouw kantoren Luiten Ambachtstraat 44 Raamsdonk 25-02-1955;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Afbreken bestaande bergplaats en herbouw bergplaats op dezelfde fundering;NL 0779;2010;K50771752;;pdf;dut;datum vergunning;Bouw-en woningtoezicht;hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.08;Record;Archief ;;1955.02.25;SHA-256;Niet vertrouwelijk ;;1955.02.25;NL-0834-550508;GDB-0412-02;GDB-0412-02;
GDB-0413-01;BR509-1955;Molenstraat;;Molenstraat 28 Raamsdonk;Molenstraat;28;;Molenstraat 28;;509;1955;NL-0834-550509;Beschikking;Bouwvergunning beschikking bouw warenhuis Molenstraat 28 Raamsdonk 25-02-1955;1955.02.25;bouw warenhuis Molenstraat 28 Raamsdonk 25-02-1955;Bouwvergunningbouw warenhuis Molenstraat 28 Raamsdonk 25-02-1955;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Afbreken bestaande bergplaats en herbouw bergplaats op dezelfde fundering;NL 0779;2010;K50771752;;pdf;dut;datum vergunning;Bouw-en woningtoezicht;hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.08;Record;Archief ;;1955.02.25;SHA-256;Niet vertrouwelijk ;;1955.02.25;NL-0834-550509;GDB-0413-01;GDB-0413-01;
GDB-0413-02;BR509-1955;Molenstraat;;Molenstraat 28 Raamsdonk;Molenstraat;28;;Molenstraat 28;;509;1955;NL-0834-550509;Tekening (technisch);Bouwvergunning tekening bouw warenhuis Molenstraat 28 Raamsdonk 25-02-1955;1955.02.25;bouw warenhuis Molenstraat 28 Raamsdonk 25-02-1955;Bouwvergunningbouw warenhuis Molenstraat 28 Raamsdonk 25-02-1955;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Afbreken bestaande bergplaats en herbouw bergplaats op dezelfde fundering;NL 0779;2010;K50771752;;pdf;dut;datum vergunning;Bouw-en woningtoezicht;hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.08;Record;Archief ;;1955.02.25;SHA-256;Niet vertrouwelijk ;;1955.02.25;NL-0834-550509;GDB-0413-02;GDB-0413-02;
GDB-0414-01;BR514-1955;Koningstraat;;Koningstraat 19 Ramsdonksveer;Koningstraat;19;;Koningstraat;;514;1955;NL-0834-550514;Beschikking;Bouwvergunning beschikking veranderen winkel Koningstraat 19 Raamsdonksveer 04-03-1955;1955.03.04;veranderen winkel Koningstraat 19 Raamsdonksveer 04-03-1955;Bouwvergunningveranderen winkel Koningstraat 19 Raamsdonksveer 04-03-1955;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Afbreken bestaande bergplaats en herbouw bergplaats op dezelfde fundering;NL 0779;2010;K50771752;;pdf;dut;datum vergunning;Bouw-en woningtoezicht;hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.08;Record;Archief ;;1955.03.04;SHA-256;Niet vertrouwelijk ;;1955.03.04;NL-0834-550514;GDB-0414-01;GDB-0414-01;
GDB-0415-01;BR533-1955;Pieter Breughelstraat;;Pieter Breughelstraat Raamsdonksveer;Pieter Breughelstraat;;;Pieter Breughelstraat;;533;1955;NL-0834-550533;Beschikking;Bouwvergunning beschikking herbouw woning Pieter Breughelstraat Raamsdonksveer 21-12-1956;1956.12.21; herbouw woning Pieter Breughelstraat Raamsdonksveer 21-12-1956;Bouwvergunning herbouw woning Pieter Breughelstraat Raamsdonksveer 21-12-1956;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Afbreken bestaande bergplaats en herbouw bergplaats op dezelfde fundering;NL 0779;2010;K50771752;;pdf;dut;datum vergunning;Bouw-en woningtoezicht;hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.08;Record;Archief ;;1956.12.21;SHA-256;Niet vertrouwelijk ;;1956.12.21;NL-0834-550533;GDB-0415-01;GDB-0415-01;
GDB-0415-02;BR533-1955;Pieter Breughelstraat;;Pieter Breughelstraat Raamsdonksveer;Pieter Breughelstraat;;;Pieter Breughelstraat;;533;1955;NL-0834-550533;Tekening (technisch);Bouwvergunning tekening herbouw woning Pieter Breughelstraat Raamsdonksveer 21-12-1956;1956.12.21; herbouw woning Pieter Breughelstraat Raamsdonksveer 21-12-1956;Bouwvergunning herbouw woning Pieter Breughelstraat Raamsdonksveer 21-12-1956;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Afbreken bestaande bergplaats en herbouw bergplaats op dezelfde fundering;NL 0779;2010;K50771752;;pdf;dut;datum vergunning;Bouw-en woningtoezicht;hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.08;Record;Archief ;;1956.12.21;SHA-256;Niet vertrouwelijk ;;1956.12.21;NL-0834-550533;GDB-0415-02;GDB-0415-02;
GDB-0416-01;BR552-1955;Emmastraat;;Emmastraat 11 Raamsdonksveer;Emmastraat;11;;Emmastraat 11;;552;1955;NL-0834-550552;Beschikking;Bouwvergunning beschikking verbouw slagerij Emmastraat 11 Raamsdonksveer 25-03-1955;1955.03.25;verbouw slagerij Emmastraat 11 Raamsdonksveer 25-03-1955;Bouwvergunning verbouw slagerij Emmastraat 11 Raamsdonksveer 25-03-1955;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Afbreken bestaande bergplaats en herbouw bergplaats op dezelfde fundering;NL 0779;2010;K50771752;;pdf;dut;datum vergunning;Bouw-en woningtoezicht;hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.08;Record;Archief ;;1955.03.25;SHA-256;Niet vertrouwelijk ;;1955.03.25;NL-0834-550552;GDB-0416-01;GDB-0416-01;
GDB-0416-02;BR552-1955;Emmastraat;;Emmastraat 11 Raamsdonksveer;Emmastraat;11;;Emmastraat 11;;552;1955;NL-0834-550552;Tekening (technisch);Bouwvergunning tekening verbouw slagerij Emmastraat 11 Raamsdonksveer 25-03-1955;1955.03.25;verbouw slagerij Emmastraat 11 Raamsdonksveer 25-03-1955;Bouwvergunning verbouw slagerij Emmastraat 11 Raamsdonksveer 25-03-1955;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Afbreken bestaande bergplaats en herbouw bergplaats op dezelfde fundering;NL 0779;2010;K50771752;;pdf;dut;datum vergunning;Bouw-en woningtoezicht;hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.08;Record;Archief ;;1955.03.25;SHA-256;Niet vertrouwelijk ;;1955.03.25;NL-0834-550552;GDB-0416-02;GDB-0416-02;
GDB-0026-01;BR224-1942;Stationstraat;;Stationstraat;Stationstraat;;;Stationstraat;;224;1942;NL-0834-420224;Beschikking;Bouwvergunning Beschikking Verbouwen linkerzijgevel stationsgebouw Raamsdonksveer  Onbekend   Raamsdonksveer 19-9-1942;1942.09.19;Verbouwen linkerzijgevel stationsgebouw Raamsdonksveer;Bouwvergunning Verbouwen linkerzijgevel stationsgebouw Raamsdonksveer  Onbekend   Raamsdonksveer 19-9-1942;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Verbouwen linkerzijgevel stationsgebouw Raamsdonksveer;NL 0834;2010;K50771752;1,4;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0026-02;BR224-1942;Stationstraat;;Stationstraat; Stationstraat;;;Stationstraat;;224;1942;NL-0834-420224;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Verbouwen linkerzijgevel stationsgebouw Raamsdonksveer  Onbekend   Raamsdonksveer 19-9-1942;1942.09.19;Verbouwen linkerzijgevel stationsgebouw Raamsdonksveer;Bouwvergunning Verbouwen linkerzijgevel stationsgebouw Raamsdonksveer  Onbekend   Raamsdonksveer 19-9-1942;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Verbouwen linkerzijgevel stationsgebouw Raamsdonksveer;NL 0834;2010;K50771752;5,2;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0027-01;BR262-1942;Steenstraat;; Steenstraat  Raamsdonk; Steenstraat;;;Steenstraat;;262;1942;NL-0834-420262;Beschikking;Bouwvergunning Beschikking Herstel van door brand vernielde woning  Steenstraat   Raamsdonk 26-11-1942;1942.11.26;Herstel van door brand vernielde woning;Bouwvergunning Herstel van door brand vernielde woning  Steenstraat   Raamsdonk 26-11-1942;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Herstel van door brand vernielde woning;NL 0834;2010;K50771752;0,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0028-01; BR328-1943;Schansstraat;; Schansstraat  Raamsdonk; Schansstraat;;;Schansstraat;;328;1943;NL-0834-430328;Beschikking;Bouwvergunning Beschikking Verbouwing woonhuis  Schansstraat   Raamsdonk 23-2-1943;1943.02.23;Verbouwing woonhuis;Bouwvergunning Verbouwing woonhuis  Schansstraat   Raamsdonk 23-2-1943;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Verbouwing woonhuis;NL 0834;2010;K50771752;0,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0029-01;BR329-1943;Onbekend;; Onbekend  Raamsdonk; Onbekend;;;Onbekend;;329;1943;NL-0834-430329;Beschikking;Bouwvergunning Beschikking Tijdelijke plaatsing en bewoning woonkeet  Onbekend   Raamsdonk 23-2-1943;1943.02.23;Tijdelijke plaatsing en bewoning woonkeet;Bouwvergunning Tijdelijke plaatsing en bewoning woonkeet  Onbekend   Raamsdonk 23-2-1943;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Tijdelijke plaatsing en bewoning woonkeet;NL 0834;2010;K50771752;0,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0030-01;BR360-1943;Kerkstraat;;Grote Kerkstraat  Raamsdonksveer;Grote Kerkstraat;;Grote;Grote Kerkstraat;;360;1943;NL-0834-430360;Beschikking;Bouwvergunning Beschikking Bouw schuurtje achter woning Grote Kerkstraat   Raamsdonksveer 7-5-1943;1943.05.07;Bouw schuurtje achter woning;Bouwvergunning Bouw schuurtje achter woning Grote Kerkstraat   Raamsdonksveer 7-5-1943;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw schuurtje achter woning;NL 0834;2010;K50771752;0,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0031-01;BR382-1943;Bergenstraat;; Bergenstraat  Raamsdonk; Bergenstraat;;;Bergenstraat;;382;1943;NL-0834-430382;Beschikking;Bouwvergunning Beschikking Veranderen van de woning  Bergenstraat   Raamsdonk 24-6-1943;1943.06.24;Veranderen van de woning;Bouwvergunning Veranderen van de woning  Bergenstraat   Raamsdonk 24-6-1943;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Veranderen van de woning;NL 0834;2010;K50771752;8,8;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0031-02;BR382-1943;Bergenstraat;; Bergenstraat  Raamsdonk; Bergenstraat;;;Bergenstraat;;382;1943;NL-0834-430382;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Veranderen van de woning  Bergenstraat   Raamsdonk 24-6-1943;1943.06.24;Veranderen van de woning;Bouwvergunning Veranderen van de woning  Bergenstraat   Raamsdonk 24-6-1943;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Veranderen van de woning;NL 0834;2010;K50771752;10,6;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
