Bestand   ;Bouwvergnr. (2);  ;Postcode;;Adres;Huisnr.;Voorvoegsl;;Postcode;Bvnr;Jaar;Zaaknummer;Tabnaam;Omschrijving ;Datum vergunning ;Omschrijving ;Omschrijving bouwvergunning, adres, huisnummer, plaatsnaam;Plaatsnaam;Gemeente;classificatiecode (5.1);Omschrijving classificatiecode ;Bron ;Omschrijving ;Gemeentecode;Bron classificatiecode ;KvK nummer;Omvang in MB;Bestandsformaat;;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;Aanmaakdatum bestand;Aggregatieniveau;Relatie ID;Checksum;Datum;Algoritme;Classificatie;;;;;;
GDB-0404-02;BR485-1955;Kerkstraat;4944XB; Kerkstraat 17 Raamsdonk; Kerkstraat;17;;Kerkstraat 17;4944XB;485;1955;NL-0834-550485;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw woonhuis  Kerkstraat 17 4944XB Raamsdonk 21-1-1955;1955.01.21;Bouw woonhuis;Bouwvergunning Bouw woonhuis  Kerkstraat 17 4944XB Raamsdonk 21-1-1955;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw woonhuis;NL 0834;2010;K50771752;48,6;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0405-01;BR488-1955;Haven;4941DH; Haven 106 Raamsdonksveer; Haven;106;;Haven 106;4941DH;488;1955;NL-0834-550488;Beschikking;Bouwvergunning Beschikking Verbeteren woonhuis  Haven 106 4941DH Raamsdonksveer 4-2-1955;1955.02.04;Verbeteren woonhuis;Bouwvergunning Verbeteren woonhuis  Haven 106 4941DH Raamsdonksveer 4-2-1955;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Verbeteren woonhuis;NL 0834;2010;K50771752;1,8;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0405-02;BR488-1955;Haven;4941DH; Haven 106 Raamsdonksveer; Haven;106;;Haven 106;4941DH;488;1955;NL-0834-550488;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Verbeteren woonhuis  Haven 106 4941DH Raamsdonksveer 4-2-1955;1955.02.04;Verbeteren woonhuis;Bouwvergunning Verbeteren woonhuis  Haven 106 4941DH Raamsdonksveer 4-2-1955;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Verbeteren woonhuis;NL 0834;2010;K50771752;27,8;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0406-01;BR492-1955;Molenstraat;4944AC; Molenstraat 28 Raamsdonk; Molenstraat;28;;Molenstraat 28;4944AC;492;1955;NL-0834-550492;Beschikking;Bouwvergunning Beschikking Verplaatsen bestaand schuurtje  Molenstraat 28 4944AC Raamsdonk 21-1-1955;1955.01.21;Verplaatsen bestaand schuurtje;Bouwvergunning Verplaatsen bestaand schuurtje  Molenstraat 28 4944AC Raamsdonk 21-1-1955;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Verplaatsen bestaand schuurtje;NL 0834;2010;K50771752;1,9;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0406-02;BR492-1955;Molenstraat;4944AC; Molenstraat 28 Raamsdonk; Molenstraat;28;;Molenstraat 28;4944AC;492;1955;NL-0834-550492;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Verplaatsen bestaand schuurtje  Molenstraat 28 4944AC Raamsdonk 21-1-1955;1955.01.21;Verplaatsen bestaand schuurtje;Bouwvergunning Verplaatsen bestaand schuurtje  Molenstraat 28 4944AC Raamsdonk 21-1-1955;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Verplaatsen bestaand schuurtje;NL 0834;2010;K50771752;4,9;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0417-01;BR553-1955;Broekstraat;4944XJ;Lange Broekstraat 16 Raamsdonk;Lange Broekstraat;16;Lange;Lange Broekstraat 16;4944XJ;553;1955;NL-0834-550553;Beschikking;Bouwvergunning Beschikking Vernieuwen woonhuis Lange Broekstraat 16 4944XJ Raamsdonk 25-3-1955;1955.03.25;Vernieuwen woonhuis;Bouwvergunning Vernieuwen woonhuis Lange Broekstraat 16 4944XJ Raamsdonk 25-3-1955;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Vernieuwen woonhuis;NL 0834;2010;K50771752;1,7;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0418-01;BR559-1955;Julianalaan;4941JD; Julianalaan 28 Raamsdonksveer; Julianalaan;28;;Julianalaan 28;4941JD;559;1955;NL-0834-550559;Beschikking;Bouwvergunning Beschikking Bouw kippenhok  Julianalaan 28 4941JD Raamsdonksveer 15-4-1955;1955.04.15;Bouw kippenhok;Bouwvergunning Bouw kippenhok  Julianalaan 28 4941JD Raamsdonksveer 15-4-1955;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw kippenhok;NL 0834;2010;K50771752;0,6;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0419-01;BR560-1955;Hoofdstraat;4941DC; Hoofdstraat 29 Raamsdonksveer; Hoofdstraat;29;;Hoofdstraat 29;4941DC;560;1955;NL-0834-550560;Beschikking;Bouwvergunning Beschikking Verbouwen winkel - woonhuis  Hoofdstraat 29 4941DC Raamsdonksveer 15-4-1955;1955.04.15;Verbouwen winkel - woonhuis;Bouwvergunning Verbouwen winkel - woonhuis  Hoofdstraat 29 4941DC Raamsdonksveer 15-4-1955;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Verbouwen winkel - woonhuis;NL 0834;2010;K50771752;9,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0419-02;BR560-1955;Hoofdstraat;4941DC; Hoofdstraat 29 Raamsdonksveer; Hoofdstraat;29;;Hoofdstraat 29;4941DC;560;1955;NL-0834-550560;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Verbouwen winkel - woonhuis  Hoofdstraat 29 4941DC Raamsdonksveer 15-4-1955;1955.04.15;Verbouwen winkel - woonhuis;Bouwvergunning Verbouwen winkel - woonhuis  Hoofdstraat 29 4941DC Raamsdonksveer 15-4-1955;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Verbouwen winkel - woonhuis;NL 0834;2010;K50771752;13,8;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0420-01;BR561-1955;Maasdijk;; Maasdijk 3 en 5 Raamsdonksveer; Maasdijk;3 en 5;;Maasdijk 3 en 5;;561;1955;NL-0834-550561;Beschikking;Bouwvergunning Beschikking Bouw ijzerloods  Maasdijk 3 en 5  Raamsdonksveer 15-4-1955;1955.04.15;Bouw ijzerloods;Bouwvergunning Bouw ijzerloods  Maasdijk 3 en 5  Raamsdonksveer 15-4-1955;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw ijzerloods;NL 0834;2010;K50771752;7,7;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0420-02;BR561-1955;Maasdijk;; Maasdijk 3 en 5 Raamsdonksveer; Maasdijk;3 en 5;;Maasdijk 3 en 5;;561;1955;NL-0834-550561;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw ijzerloods  Maasdijk 3 en 5  Raamsdonksveer 15-4-1955;1955.04.15;Bouw ijzerloods;Bouwvergunning Bouw ijzerloods  Maasdijk 3 en 5  Raamsdonksveer 15-4-1955;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw ijzerloods;NL 0834;2010;K50771752;126,3;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0420-03;BR561-1955;Maasdijk;; Maasdijk 3 en 5 Raamsdonksveer; Maasdijk;3 en 5;;Maasdijk 3 en 5;;561;1955;NL-0834-550561;Overige documenten;Bouwvergunning Overige documenten Bouw ijzerloods  Maasdijk 3 en 5  Raamsdonksveer 15-4-1955;1955.04.15;Bouw ijzerloods;Bouwvergunning Bouw ijzerloods  Maasdijk 3 en 5  Raamsdonksveer 15-4-1955;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Bouw ijzerloods;NL 0834;2010;K50771752;41,6;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0421-01;BR565-1955;Wilhelminalaan;4941GK; Wilhelminalaan 16 Raamsdonksveer; Wilhelminalaan;16;;Wilhelminalaan 16;4941GK;565;1955;NL-0834-550565;Beschikking;Bouwvergunning Beschikking Bouw bergplaats  Wilhelminalaan 16 4941GK Raamsdonksveer 15-4-1955;1955.04.15;Bouw bergplaats;Bouwvergunning Bouw bergplaats  Wilhelminalaan 16 4941GK Raamsdonksveer 15-4-1955;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw bergplaats;NL 0834;2010;K50771752;2,4;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0422-01;BR601-1955;Julianalaan;4941JG; Julianalaan 102 Raamsdonksveer; Julianalaan;102;;Julianalaan 102;4941JG;601;1955;NL-0834-550601;Beschikking;Bouwvergunning Beschikking Bouw nieuwe gevel  Julianalaan 102 4941JG Raamsdonksveer 22-4-1955;1955.04.22;Bouw nieuwe gevel;Bouwvergunning Bouw nieuwe gevel  Julianalaan 102 4941JG Raamsdonksveer 22-4-1955;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw nieuwe gevel;NL 0834;2010;K50771752;1,9;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0422-02;BR601-1955;Julianalaan;4941JG; Julianalaan 102 Raamsdonksveer; Julianalaan;102;;Julianalaan 102;4941JG;601;1955;NL-0834-550601;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw nieuwe gevel  Julianalaan 102 4941JG Raamsdonksveer 22-4-1955;1955.04.22;Bouw nieuwe gevel;Bouwvergunning Bouw nieuwe gevel  Julianalaan 102 4941JG Raamsdonksveer 22-4-1955;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw nieuwe gevel;NL 0834;2010;K50771752;12,3;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0423-01;BR602-1955;Schansstraat;4944AG; Schansstraat 41 Raamsdonk; Schansstraat;41;;Schansstraat 41;4944AG;602;1955;NL-0834-550602;Beschikking;Bouwvergunning Beschikking Bouw garage  Schansstraat 41 4944AG Raamsdonk 22-4-1955;1955.04.22;Bouw garage;Bouwvergunning Bouw garage  Schansstraat 41 4944AG Raamsdonk 22-4-1955;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw garage;NL 0834;2010;K50771752;1,6;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0423-02;BR602-1955;Schansstraat;4944AG; Schansstraat 41 Raamsdonk; Schansstraat;41;;Schansstraat 41;4944AG;602;1955;NL-0834-550602;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw garage  Schansstraat 41 4944AG Raamsdonk 22-4-1955;1955.04.22;Bouw garage;Bouwvergunning Bouw garage  Schansstraat 41 4944AG Raamsdonk 22-4-1955;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw garage;NL 0834;2010;K50771752;9,4;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0424-01;BR609-1955;Ambachtstraat;;Luiten Ambachtstraat  Raamsdonk;Luiten Ambachtstraat;;Luiten;Luiten Ambachtstraat;;609;1955;NL-0834-550609;Beschikking;Bouwvergunning Beschikking Bouw werkplaats Luiten Ambachtstraat   Raamsdonk 13-5-1955;1955.05.13;Bouw werkplaats;Bouwvergunning Bouw werkplaats Luiten Ambachtstraat   Raamsdonk 13-5-1955;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw werkplaats;NL 0834;2010;K50771752;8,4;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0424-02;BR609-1955;Ambachtstraat;;Luiten Ambachtstraat  Raamsdonk;Luiten Ambachtstraat;;Luiten;Luiten Ambachtstraat;;609;1955;NL-0834-550609;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw werkplaats Luiten Ambachtstraat   Raamsdonk 13-5-1955;1955.05.13;Bouw werkplaats;Bouwvergunning Bouw werkplaats Luiten Ambachtstraat   Raamsdonk 13-5-1955;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw werkplaats;NL 0834;2010;K50771752;7,4;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0425-01;BR610-1955;Haven;4931AH; Haven 24 Raamsdonksveer; Haven;24;;Haven 24;4931AH;610;1955;NL-0834-550610;Beschikking;Bouwvergunning Beschikking Vernieuwen eindgevel en reparatie vloer  Haven 24 4931AH Raamsdonksveer 13-5-1955;1955.05.13;Vernieuwen eindgevel en reparatie vloer;Bouwvergunning Vernieuwen eindgevel en reparatie vloer  Haven 24 4931AH Raamsdonksveer 13-5-1955;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Vernieuwen eindgevel en reparatie vloer;NL 0834;2010;K50771752;1,7;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0426-01;BR629-1955;Kerkstraat;;Grote Kerkstraat 7 Raamsdonksveer;Grote Kerkstraat;7;Grote;Grote Kerkstraat 7;;629;1955;NL-0834-550629;Beschikking;Bouwvergunning Beschikking Verbouwen schoolgebouw Grote Kerkstraat 7  Raamsdonksveer 20-5-1955;1955.05.20;Verbouwen schoolgebouw;Bouwvergunning Verbouwen schoolgebouw Grote Kerkstraat 7  Raamsdonksveer 20-5-1955;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Verbouwen schoolgebouw;NL 0834;2010;K50771752;7,9;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0426-02;BR629-1955;Kerkstraat;;Grote Kerkstraat 7 Raamsdonksveer;Grote Kerkstraat;7;Grote;Grote Kerkstraat 7;;629;1955;NL-0834-550629;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Verbouwen schoolgebouw Grote Kerkstraat 7  Raamsdonksveer 20-5-1955;1955.05.20;Verbouwen schoolgebouw;Bouwvergunning Verbouwen schoolgebouw Grote Kerkstraat 7  Raamsdonksveer 20-5-1955;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Verbouwen schoolgebouw;NL 0834;2010;K50771752;128,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0427-01;BR630-1955;Schansstraat;4944AH; Schansstraat 22a Raamsdonk; Schansstraat;22a;;Schansstraat 22a;4944AH;630;1955;NL-0834-550630;Beschikking;Bouwvergunning Beschikking Bouw opslagplaats  Schansstraat 22a 4944AH Raamsdonk 20-5-1955;1955.05.20;Bouw opslagplaats;Bouwvergunning Bouw opslagplaats  Schansstraat 22a 4944AH Raamsdonk 20-5-1955;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw opslagplaats;NL 0834;2010;K50771752;1,9;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0427-02;BR630-1955;Schansstraat;4944AH; Schansstraat 22a Raamsdonk; Schansstraat;22a;;Schansstraat 22a;4944AH;630;1955;NL-0834-550630;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw opslagplaats  Schansstraat 22a 4944AH Raamsdonk 20-5-1955;1955.05.20;Bouw opslagplaats;Bouwvergunning Bouw opslagplaats  Schansstraat 22a 4944AH Raamsdonk 20-5-1955;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw opslagplaats;NL 0834;2010;K50771752;3,9;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0428-01;BR633-1955;Sandoel;; Sandoel 28 en 30 Raamsdonksveer; Sandoel;28 en 30;;Sandoel 28 en 30;;633;1955;NL-0834-550633;Beschikking;Bouwvergunning Beschikking Verbeteren 2 w.c.'s  Sandoel 28 en 30  Raamsdonksveer 27-5-1955;1955.05.27;Verbeteren 2 w.c.'s;Bouwvergunning Verbeteren 2 w.c.'s  Sandoel 28 en 30  Raamsdonksveer 27-5-1955;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Verbeteren 2 w.c.'s;NL 0834;2010;K50771752;1,9;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0428-02;BR633-1955;Sandoel;; Sandoel 28 en 30 Raamsdonksveer; Sandoel;28 en 30;;Sandoel 28 en 30;;633;1955;NL-0834-550633;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Verbeteren 2 w.c.'s  Sandoel 28 en 30  Raamsdonksveer 27-5-1955;1955.05.27;Verbeteren 2 w.c.'s;Bouwvergunning Verbeteren 2 w.c.'s  Sandoel 28 en 30  Raamsdonksveer 27-5-1955;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Verbeteren 2 w.c.'s;NL 0834;2010;K50771752;9,7;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0430-01;BR635-1955;Molenstraat;4944AA; Molenstraat 11 Raamsdonk; Molenstraat;11;;Molenstraat 11;4944AA;635;1955;NL-0834-550635;Beschikking;Bouwvergunning Beschikking Verbeteren woonhuis  Molenstraat 11 4944AA Raamsdonk 27-5-1955;1955.05.27;Verbeteren woonhuis;Bouwvergunning Verbeteren woonhuis  Molenstraat 11 4944AA Raamsdonk 27-5-1955;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Verbeteren woonhuis;NL 0834;2010;K50771752;2,0;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0430-02;BR635-1955;Molenstraat;4944AA; Molenstraat 11 Raamsdonk; Molenstraat;11;;Molenstraat 11;4944AA;635;1955;NL-0834-550635;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Verbeteren woonhuis  Molenstraat 11 4944AA Raamsdonk 27-5-1955;1955.05.27;Verbeteren woonhuis;Bouwvergunning Verbeteren woonhuis  Molenstraat 11 4944AA Raamsdonk 27-5-1955;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Verbeteren woonhuis;NL 0834;2010;K50771752;36,4;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0431-01;BR636-1955;Heereplein;4941DD; Heereplein 4 Raamsdonksveer; Heereplein;4;;Heereplein 4;4941DD;636;1955;NL-0834-550636;Beschikking;Bouwvergunning Beschikking Verbeteren woonhuis  Heereplein 4 4941DD Raamsdonksveer 27-5-1955;1955.05.27;Verbeteren woonhuis;Bouwvergunning Verbeteren woonhuis  Heereplein 4 4941DD Raamsdonksveer 27-5-1955;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Verbeteren woonhuis;NL 0834;2010;K50771752;9,2;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0431-02;BR636-1955;Heereplein;4941DD; Heereplein 4 Raamsdonksveer; Heereplein;4;;Heereplein 4;4941DD;636;1955;NL-0834-550636;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Verbeteren woonhuis  Heereplein 4 4941DD Raamsdonksveer 27-5-1955;1955.05.27;Verbeteren woonhuis;Bouwvergunning Verbeteren woonhuis  Heereplein 4 4941DD Raamsdonksveer 27-5-1955;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Verbeteren woonhuis;NL 0834;2010;K50771752;24,8;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
