Bestand   ;Bouwvergnr. (2);  ;Postcode;;Adres;Huisnr.;Voorvoegsl;;Postcode;Bvnr;Jaar;Zaaknummer;Tabnaam;Omschrijving ;Datum vergunning ;Omschrijving ;Omschrijving bouwvergunning, adres, huisnummer, plaatsnaam;Plaatsnaam;Gemeente;classificatiecode (5.1);Omschrijving classificatiecode ;Bron ;Omschrijving ;Gemeentecode;Bron classificatiecode ;KvK nummer;Omvang in MB;Bestandsformaat;;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;Aanmaakdatum bestand;Aggregatieniveau;Relatie ID;Checksum;Datum;Algoritme;Classificatie;;;;;
GDB-4273-03;BR010-1986;Oeverkruid;4941VV; Oeverkruid 13 Raamsdonksveer; Oeverkruid;13;;Oeverkruid 13;4941VV;10;1986;NL-0834-860010;Overige documenten;Bouwvergunning Overige documenten Vergroten kantoorpand  Oeverkruid 13 4941VV Raamsdonksveer 10-2-1986;1986.02.10;Vergroten kantoorpand;Bouwvergunning Vergroten kantoorpand  Oeverkruid 13 4941VV Raamsdonksveer 10-2-1986;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Vergroten kantoorpand;NL 0834;2010;K50771752;5,4;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4274-01;BR011-1986;Julianalaan;; Julianalaan  Raamsdonksveer; Julianalaan;;;Julianalaan;;11;1986;NL-0834-860011;Beschikking;Bouwvergunning Beschikking Bouw vrijstaande woning  Julianalaan   Raamsdonksveer 10-2-1986;1986.02.10;Bouw vrijstaande woning;Bouwvergunning Bouw vrijstaande woning  Julianalaan   Raamsdonksveer 10-2-1986;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw vrijstaande woning;NL 0834;2010;K50771752;7,3;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4274-02;BR011-1986;Julianalaan;; Julianalaan  Raamsdonksveer; Julianalaan;;;Julianalaan;;11;1986;NL-0834-860011;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw vrijstaande woning  Julianalaan   Raamsdonksveer 10-2-1986;1986.02.10;Bouw vrijstaande woning;Bouwvergunning Bouw vrijstaande woning  Julianalaan   Raamsdonksveer 10-2-1986;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw vrijstaande woning;NL 0834;2010;K50771752;44,3;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4274-03;BR011-1986;Julianalaan;; Julianalaan  Raamsdonksveer; Julianalaan;;;Julianalaan;;11;1986;NL-0834-860011;Overige documenten;Bouwvergunning Overige documenten Bouw vrijstaande woning  Julianalaan   Raamsdonksveer 10-2-1986;1986.02.10;Bouw vrijstaande woning;Bouwvergunning Bouw vrijstaande woning  Julianalaan   Raamsdonksveer 10-2-1986;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Bouw vrijstaande woning;NL 0834;2010;K50771752;1,9;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4275-01;BR012-1986;Beatrixlaan;4941JH; Beatrixlaan 3 Raamsdonksveer; Beatrixlaan;3;;Beatrixlaan 3;4941JH;12;1986;NL-0834-860012;Beschikking;Bouwvergunning Beschikking Plaatsen erfafscheiding  Beatrixlaan 3 4941JH Raamsdonksveer 10-2-1986;1986.02.10;Plaatsen erfafscheiding;Bouwvergunning Plaatsen erfafscheiding  Beatrixlaan 3 4941JH Raamsdonksveer 10-2-1986;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Plaatsen erfafscheiding;NL 0834;2010;K50771752;3,6;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4275-02;BR012-1986;Beatrixlaan;4941JH; Beatrixlaan 3 Raamsdonksveer; Beatrixlaan;3;;Beatrixlaan 3;4941JH;12;1986;NL-0834-860012;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Plaatsen erfafscheiding  Beatrixlaan 3 4941JH Raamsdonksveer 10-2-1986;1986.02.10;Plaatsen erfafscheiding;Bouwvergunning Plaatsen erfafscheiding  Beatrixlaan 3 4941JH Raamsdonksveer 10-2-1986;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Plaatsen erfafscheiding;NL 0834;2010;K50771752;7,1;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4276-01;BR013-1986;Raadhuisstraat;4944VE; Raadhuisstraat 7 Raamsdonk; Raadhuisstraat;7;;Raadhuisstraat 7;4944VE;13;1986;NL-0834-860013;Beschikking;Bouwvergunning Beschikking Veranderen en vergroten bestaand winkel / woonhuis in dubbel woonhuis  Raadhuisstraat 7 4944VE Raamsdonk 10-3-1986;1986.03.10;Veranderen en vergroten bestaand winkel / woonhuis in dubbel woonhuis;Bouwvergunning Veranderen en vergroten bestaand winkel / woonhuis in dubbel woonhuis  Raadhuisstraat 7 4944VE Raamsdonk 10-3-1986;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Veranderen en vergroten bestaand winkel / woonhuis in dubbel woonhuis;NL 0834;2010;K50771752;4,3;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4276-02;BR013-1986;Raadhuisstraat;4944VE; Raadhuisstraat 7 Raamsdonk; Raadhuisstraat;7;;Raadhuisstraat 7;4944VE;13;1986;NL-0834-860013;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Veranderen en vergroten bestaand winkel / woonhuis in dubbel woonhuis  Raadhuisstraat 7 4944VE Raamsdonk 10-3-1986;1986.03.10;Veranderen en vergroten bestaand winkel / woonhuis in dubbel woonhuis;Bouwvergunning Veranderen en vergroten bestaand winkel / woonhuis in dubbel woonhuis  Raadhuisstraat 7 4944VE Raamsdonk 10-3-1986;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Veranderen en vergroten bestaand winkel / woonhuis in dubbel woonhuis;NL 0834;2010;K50771752;14,0;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4276-03;BR013-1986;Raadhuisstraat;4944VE; Raadhuisstraat 7 Raamsdonk; Raadhuisstraat;7;;Raadhuisstraat 7;4944VE;13;1986;NL-0834-860013;Overige documenten;Bouwvergunning Overige documenten Veranderen en vergroten bestaand winkel / woonhuis in dubbel woonhuis  Raadhuisstraat 7 4944VE Raamsdonk 10-3-1986;1986.03.10;Veranderen en vergroten bestaand winkel / woonhuis in dubbel woonhuis;Bouwvergunning Veranderen en vergroten bestaand winkel / woonhuis in dubbel woonhuis  Raadhuisstraat 7 4944VE Raamsdonk 10-3-1986;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Veranderen en vergroten bestaand winkel / woonhuis in dubbel woonhuis;NL 0834;2010;K50771752;2,8;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4277-01;BR014-1986;Kuiperspolderke;4944BZ; Kuiperspolderke 25 Raamsdonk; Kuiperspolderke;25;;Kuiperspolderke 25;4944BZ;14;1986;NL-0834-860014;Beschikking;Bouwvergunning Beschikking Plaatsen tuinhuisje  Kuiperspolderke 25 4944BZ Raamsdonk 10-3-1986;1986.03.10;Plaatsen tuinhuisje;Bouwvergunning Plaatsen tuinhuisje  Kuiperspolderke 25 4944BZ Raamsdonk 10-3-1986;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Plaatsen tuinhuisje;NL 0834;2010;K50771752;3,8;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4277-02;BR014-1986;Kuiperspolderke;4944BZ; Kuiperspolderke 25 Raamsdonk; Kuiperspolderke;25;;Kuiperspolderke 25;4944BZ;14;1986;NL-0834-860014;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Plaatsen tuinhuisje  Kuiperspolderke 25 4944BZ Raamsdonk 10-3-1986;1986.03.10;Plaatsen tuinhuisje;Bouwvergunning Plaatsen tuinhuisje  Kuiperspolderke 25 4944BZ Raamsdonk 10-3-1986;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Plaatsen tuinhuisje;NL 0834;2010;K50771752;10,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4277-03;BR014-1986;Kuiperspolderke;4944BZ; Kuiperspolderke 25 Raamsdonk; Kuiperspolderke;25;;Kuiperspolderke 25;4944BZ;14;1986;NL-0834-860014;Overige documenten;Bouwvergunning Overige documenten Plaatsen tuinhuisje  Kuiperspolderke 25 4944BZ Raamsdonk 10-3-1986;1986.03.10;Plaatsen tuinhuisje;Bouwvergunning Plaatsen tuinhuisje  Kuiperspolderke 25 4944BZ Raamsdonk 10-3-1986;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Plaatsen tuinhuisje;NL 0834;2010;K50771752;0,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4278-01;BR015-1986;Molenstraat;4944AA; Molenstraat 7 Raamsdonk; Molenstraat;7;;Molenstraat 7;4944AA;15;1986;NL-0834-860015;Beschikking;Bouwvergunning Beschikking Gedeeltelijk veranderen en vergroten woning  Molenstraat 7 4944AA Raamsdonk 10-3-1986;1986.03.10;Gedeeltelijk veranderen en vergroten woning;Bouwvergunning Gedeeltelijk veranderen en vergroten woning  Molenstraat 7 4944AA Raamsdonk 10-3-1986;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Gedeeltelijk veranderen en vergroten woning;NL 0834;2010;K50771752;4,1;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4278-02;BR015-1986;Molenstraat;4944AA; Molenstraat 7 Raamsdonk; Molenstraat;7;;Molenstraat 7;4944AA;15;1986;NL-0834-860015;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Gedeeltelijk veranderen en vergroten woning  Molenstraat 7 4944AA Raamsdonk 10-3-1986;1986.03.10;Gedeeltelijk veranderen en vergroten woning;Bouwvergunning Gedeeltelijk veranderen en vergroten woning  Molenstraat 7 4944AA Raamsdonk 10-3-1986;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Gedeeltelijk veranderen en vergroten woning;NL 0834;2010;K50771752;14,6;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4279-01;BR016-1986;Keizersdijk;4941GE; Keizersdijk 24 Raamsdonksveer; Keizersdijk;24;;Keizersdijk 24;4941GE;16;1986;NL-0834-860016;Beschikking;Bouwvergunning Beschikking Bouw garage / berging  Keizersdijk 24 4941GE Raamsdonksveer 10-3-1986;1986.03.10;Bouw garage / berging;Bouwvergunning Bouw garage / berging  Keizersdijk 24 4941GE Raamsdonksveer 10-3-1986;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw garage / berging;NL 0834;2010;K50771752;4,8;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4279-02;BR016-1986;Keizersdijk;4941GE; Keizersdijk 24 Raamsdonksveer; Keizersdijk;24;;Keizersdijk 24;4941GE;16;1986;NL-0834-860016;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw garage / berging  Keizersdijk 24 4941GE Raamsdonksveer 10-3-1986;1986.03.10;Bouw garage / berging;Bouwvergunning Bouw garage / berging  Keizersdijk 24 4941GE Raamsdonksveer 10-3-1986;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw garage / berging;NL 0834;2010;K50771752;11,1;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4279-03;BR016-1986;Keizersdijk;4941GE; Keizersdijk 24 Raamsdonksveer; Keizersdijk;24;;Keizersdijk 24;4941GE;16;1986;NL-0834-860016;Overige documenten;Bouwvergunning Overige documenten Bouw garage / berging  Keizersdijk 24 4941GE Raamsdonksveer 10-3-1986;1986.03.10;Bouw garage / berging;Bouwvergunning Bouw garage / berging  Keizersdijk 24 4941GE Raamsdonksveer 10-3-1986;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Bouw garage / berging;NL 0834;2010;K50771752;0,9;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4280-01;BR017-1986;Kerkstraat;4941DN;Grote Kerkstraat 69 Raamsdonksveer;Grote Kerkstraat;69;Grote;Grote Kerkstraat 69;4941DN;17;1986;NL-0834-860017;Beschikking;Bouwvergunning Beschikking Plaatsen 2 dakkapellen Grote Kerkstraat 69 4941DN Raamsdonksveer 10-3-1986;1986.03.10;Plaatsen 2 dakkapellen;Bouwvergunning Plaatsen 2 dakkapellen Grote Kerkstraat 69 4941DN Raamsdonksveer 10-3-1986;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Plaatsen 2 dakkapellen;NL 0834;2010;K50771752;4,1;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4280-02;BR017-1986;Kerkstraat;4941DN;Grote Kerkstraat 69 Raamsdonksveer;Grote Kerkstraat;69;Grote;Grote Kerkstraat 69;4941DN;17;1986;NL-0834-860017;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Plaatsen 2 dakkapellen Grote Kerkstraat 69 4941DN Raamsdonksveer 10-3-1986;1986.03.10;Plaatsen 2 dakkapellen;Bouwvergunning Plaatsen 2 dakkapellen Grote Kerkstraat 69 4941DN Raamsdonksveer 10-3-1986;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Plaatsen 2 dakkapellen;NL 0834;2010;K50771752;14,2;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4280-03;BR017-1986;Kerkstraat;4941DN;Grote Kerkstraat 69 Raamsdonksveer;Grote Kerkstraat;69;Grote;Grote Kerkstraat 69;4941DN;17;1986;NL-0834-860017;Overige documenten;Bouwvergunning Overige documenten Plaatsen 2 dakkapellen Grote Kerkstraat 69 4941DN Raamsdonksveer 10-3-1986;1986.03.10;Plaatsen 2 dakkapellen;Bouwvergunning Plaatsen 2 dakkapellen Grote Kerkstraat 69 4941DN Raamsdonksveer 10-3-1986;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Plaatsen 2 dakkapellen;NL 0834;2010;K50771752;0,3;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4281-01;BR018-1986;Landonk;4941BM; Landonk 20 Raamsdonksveer; Landonk;20;;Landonk 20;4941BM;18;1986;NL-0834-860018;Beschikking;Bouwvergunning Beschikking Bouw bijkeuken  Landonk 20 4941BM Raamsdonksveer 10-3-1986;1986.03.10;Bouw bijkeuken;Bouwvergunning Bouw bijkeuken  Landonk 20 4941BM Raamsdonksveer 10-3-1986;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw bijkeuken;NL 0834;2010;K50771752;4,0;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4281-02;BR018-1986;Landonk;4941BM; Landonk 20 Raamsdonksveer; Landonk;20;;Landonk 20;4941BM;18;1986;NL-0834-860018;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw bijkeuken  Landonk 20 4941BM Raamsdonksveer 10-3-1986;1986.03.10;Bouw bijkeuken;Bouwvergunning Bouw bijkeuken  Landonk 20 4941BM Raamsdonksveer 10-3-1986;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw bijkeuken;NL 0834;2010;K50771752;15,2;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4281-03;BR018-1986;Landonk;4941BM; Landonk 20 Raamsdonksveer; Landonk;20;;Landonk 20;4941BM;18;1986;NL-0834-860018;Overige documenten;Bouwvergunning Overige documenten Bouw bijkeuken  Landonk 20 4941BM Raamsdonksveer 10-3-1986;1986.03.10;Bouw bijkeuken;Bouwvergunning Bouw bijkeuken  Landonk 20 4941BM Raamsdonksveer 10-3-1986;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Bouw bijkeuken;NL 0834;2010;K50771752;1,0;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4282-01;BR019-1986;Obrechthof;4941WL; Obrechthof 6 Raamsdonksveer; Obrechthof;6;;Obrechthof 6;4941WL;19;1986;NL-0834-860019;Beschikking;Bouwvergunning Beschikking Vergroten woning met garage  Obrechthof 6 4941WL Raamsdonksveer 10-3-1986;1986.03.10;Vergroten woning met garage;Bouwvergunning Vergroten woning met garage  Obrechthof 6 4941WL Raamsdonksveer 10-3-1986;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Vergroten woning met garage;NL 0834;2010;K50771752;4,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4282-02;BR019-1986;Obrechthof;4941WL; Obrechthof 6 Raamsdonksveer; Obrechthof;6;;Obrechthof 6;4941WL;19;1986;NL-0834-860019;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Vergroten woning met garage  Obrechthof 6 4941WL Raamsdonksveer 10-3-1986;1986.03.10;Vergroten woning met garage;Bouwvergunning Vergroten woning met garage  Obrechthof 6 4941WL Raamsdonksveer 10-3-1986;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Vergroten woning met garage;NL 0834;2010;K50771752;8,9;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4283-01;BR020-1986;Wilhelminalaan;4941GJ; Wilhelminalaan 1 Raamsdonksveer; Wilhelminalaan;1;;Wilhelminalaan 1;4941GJ;20;1986;NL-0834-860020;Beschikking;Bouwvergunning Beschikking Vergroten winkelruimte  Wilhelminalaan 1 4941GJ Raamsdonksveer 24-2-1986;1986.02.24;Vergroten winkelruimte;Bouwvergunning Vergroten winkelruimte  Wilhelminalaan 1 4941GJ Raamsdonksveer 24-2-1986;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Vergroten winkelruimte;NL 0834;2010;K50771752;4,6;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4283-02;BR020-1986;Wilhelminalaan;4941GJ; Wilhelminalaan 1 Raamsdonksveer; Wilhelminalaan;1;;Wilhelminalaan 1;4941GJ;20;1986;NL-0834-860020;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Vergroten winkelruimte  Wilhelminalaan 1 4941GJ Raamsdonksveer 24-2-1986;1986.02.24;Vergroten winkelruimte;Bouwvergunning Vergroten winkelruimte  Wilhelminalaan 1 4941GJ Raamsdonksveer 24-2-1986;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Vergroten winkelruimte;NL 0834;2010;K50771752;50,2;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4283-03;BR020-1986;Wilhelminalaan;4941GJ; Wilhelminalaan 1 Raamsdonksveer; Wilhelminalaan;1;;Wilhelminalaan 1;4941GJ;20;1986;NL-0834-860020;Overige documenten;Bouwvergunning Overige documenten Vergroten winkelruimte  Wilhelminalaan 1 4941GJ Raamsdonksveer 24-2-1986;1986.02.24;Vergroten winkelruimte;Bouwvergunning Vergroten winkelruimte  Wilhelminalaan 1 4941GJ Raamsdonksveer 24-2-1986;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Vergroten winkelruimte;NL 0834;2010;K50771752;19,6;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4284-01;BR021-1986;Ramgatseweg;4941VS; Ramgatseweg 40 t/m 42 Raamsdonksveer; Ramgatseweg;40 t/m 42;;Ramgatseweg 40 t/m 42;4941VS;21;1986;NL-0834-860021;Beschikking;Bouwvergunning Beschikking Bouw werkplaatsen, kantoor en woning  Ramgatseweg 40 t/m 42  Raamsdonksveer 17-3-1986;1986.03.17;Bouw werkplaatsen, kantoor en woning;Bouwvergunning Bouw werkplaatsen, kantoor en woning  Ramgatseweg 40 t/m 42  Raamsdonksveer 17-3-1986;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw werkplaatsen, kantoor en woning;NL 0834;2010;K50771752;5,1;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
