Bestand   ;Bouwvergnr. (2);  ;Postcode;;Adres;Huisnr.;Voorvoegsl;;Postcode;Bvnr;Jaar;Zaaknummer;Tabnaam;Omschrijving ;Datum vergunning ;Omschrijving ;Omschrijving bouwvergunning, adres, huisnummer, plaatsnaam;Plaatsnaam;Gemeente;classificatiecode (5.1);Omschrijving classificatiecode ;Bron ;Omschrijving ;Gemeentecode;Bron classificatiecode ;KvK nummer;Omvang in MB;Bestandsformaat;;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;Aanmaakdatum bestand;Aggregatieniveau;Relatie ID;Checksum;Datum;Algoritme;Classificatie;;;;;
GDB-6238-03;BR139-1989;Brasem;4941SE; Brasem 32 t/m 34 Raamsdonksveer; Brasem;32 t/m 34;;Brasem 32 t/m 34;4941SE;139;1989;NL-0834-890139;Overige documenten;Bouwvergunning Overige documenten Bouw bedrijfshal  Brasem 32 t/m 34 4941SE Raamsdonksveer 4-9-1989;1989.09.04;Bouw bedrijfshal;Bouwvergunning Bouw bedrijfshal  Brasem 32 t/m 34 4941SE Raamsdonksveer 4-9-1989;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Bouw bedrijfshal;NL 0834;2010;K50771752;17,6;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.12;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-6239-01;BR140-1989;Brederolaan;4942DC; Brederolaan 36 Raamsdonksveer; Brederolaan;36;;Brederolaan 36;4942DC;140;1989;NL-0834-890140;Beschikking;Bouwvergunning Beschikking Bouw woning  Brederolaan 36 4942DC Raamsdonksveer 9-9-1989;1989.09.09;Bouw woning;Bouwvergunning Bouw woning  Brederolaan 36 4942DC Raamsdonksveer 9-9-1989;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw woning;NL 0834;2010;K50771752;6,7;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.12;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-6239-02;BR140-1989;Brederolaan;4942DC; Brederolaan 36 Raamsdonksveer; Brederolaan;36;;Brederolaan 36;4942DC;140;1989;NL-0834-890140;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw woning  Brederolaan 36 4942DC Raamsdonksveer 9-9-1989;1989.09.09;Bouw woning;Bouwvergunning Bouw woning  Brederolaan 36 4942DC Raamsdonksveer 9-9-1989;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw woning;NL 0834;2010;K50771752;23,8;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.12;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-6239-03;BR140-1989;Brederolaan;4942DC; Brederolaan 36 Raamsdonksveer; Brederolaan;36;;Brederolaan 36;4942DC;140;1989;NL-0834-890140;Overige documenten;Bouwvergunning Overige documenten Bouw woning  Brederolaan 36 4942DC Raamsdonksveer 9-9-1989;1989.09.09;Bouw woning;Bouwvergunning Bouw woning  Brederolaan 36 4942DC Raamsdonksveer 9-9-1989;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Bouw woning;NL 0834;2010;K50771752;24,2;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.12;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-6240-01;BR141-1989;Slauerhofflaan;4942DK; Slauerhofflaan 2 Raamsdonksveer; Slauerhofflaan;2;;Slauerhofflaan 2;4942DK;141;1989;NL-0834-890141;Beschikking;Bouwvergunning Beschikking Bouw woning  Slauerhofflaan 2 4942DK Raamsdonksveer 9-9-1989;1989.09.09;Bouw woning;Bouwvergunning Bouw woning  Slauerhofflaan 2 4942DK Raamsdonksveer 9-9-1989;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw woning;NL 0834;2010;K50771752;5,9;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.12;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-6240-02;BR141-1989;Slauerhofflaan;4942DK; Slauerhofflaan 2 Raamsdonksveer; Slauerhofflaan;2;;Slauerhofflaan 2;4942DK;141;1989;NL-0834-890141;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw woning  Slauerhofflaan 2 4942DK Raamsdonksveer 9-9-1989;1989.09.09;Bouw woning;Bouwvergunning Bouw woning  Slauerhofflaan 2 4942DK Raamsdonksveer 9-9-1989;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw woning;NL 0834;2010;K50771752;22,0;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.12;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-6240-03;BR141-1989;Slauerhofflaan;4942DK; Slauerhofflaan 2 Raamsdonksveer; Slauerhofflaan;2;;Slauerhofflaan 2;4942DK;141;1989;NL-0834-890141;Overige documenten;Bouwvergunning Overige documenten Bouw woning  Slauerhofflaan 2 4942DK Raamsdonksveer 9-9-1989;1989.09.09;Bouw woning;Bouwvergunning Bouw woning  Slauerhofflaan 2 4942DK Raamsdonksveer 9-9-1989;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Bouw woning;NL 0834;2010;K50771752;21,9;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.12;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-6241-01;BR142-1989;Strausshof;4941WK; Strausshof 1 Raamsdonksveer; Strausshof;1;;Strausshof 1;4941WK;142;1989;NL-0834-890142;Beschikking;Bouwvergunning Beschikking Plaatsen dakkapel  Strausshof 1 4941WK Raamsdonksveer 9-9-1989;1989.09.09;Plaatsen dakkapel;Bouwvergunning Plaatsen dakkapel  Strausshof 1 4941WK Raamsdonksveer 9-9-1989;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Plaatsen dakkapel;NL 0834;2010;K50771752;3,4;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.12;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-6241-02;BR142-1989;Strausshof;4941WK; Strausshof 1 Raamsdonksveer; Strausshof;1;;Strausshof 1;4941WK;142;1989;NL-0834-890142;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Plaatsen dakkapel  Strausshof 1 4941WK Raamsdonksveer 9-9-1989;1989.09.09;Plaatsen dakkapel;Bouwvergunning Plaatsen dakkapel  Strausshof 1 4941WK Raamsdonksveer 9-9-1989;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Plaatsen dakkapel;NL 0834;2010;K50771752;7,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.12;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-6242-01;BR143-1989;Smalweer;4942AR; Smalweer 16 Raamsdonksveer; Smalweer;16;;Smalweer 16;4942AR;143;1989;NL-0834-890143;Beschikking;Bouwvergunning Beschikking Plaatsen tuinhuisje  Smalweer 16 4942AR Raamsdonksveer 9-9-1989;1989.09.09;Plaatsen tuinhuisje;Bouwvergunning Plaatsen tuinhuisje  Smalweer 16 4942AR Raamsdonksveer 9-9-1989;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Plaatsen tuinhuisje;NL 0834;2010;K50771752;4,4;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.12;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-6242-02;BR143-1989;Smalweer;4942AR; Smalweer 16 Raamsdonksveer; Smalweer;16;;Smalweer 16;4942AR;143;1989;NL-0834-890143;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Plaatsen tuinhuisje  Smalweer 16 4942AR Raamsdonksveer 9-9-1989;1989.09.09;Plaatsen tuinhuisje;Bouwvergunning Plaatsen tuinhuisje  Smalweer 16 4942AR Raamsdonksveer 9-9-1989;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Plaatsen tuinhuisje;NL 0834;2010;K50771752;0,3;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.12;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-6243-01;BR144-1989;Snoekweg;; Snoekweg  Raamsdonksveer; Snoekweg;;;Snoekweg;;144;1989;NL-0834-890144;Beschikking;Bouwvergunning Beschikking Oprichten opslagplaats met kantoor  Snoekweg   Raamsdonksveer 9-9-1989;1989.09.09;Oprichten opslagplaats met kantoor;Bouwvergunning Oprichten opslagplaats met kantoor  Snoekweg   Raamsdonksveer 9-9-1989;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Oprichten opslagplaats met kantoor;NL 0834;2010;K50771752;6,4;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.12;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-6243-02;BR144-1989;Snoekweg;; Snoekweg  Raamsdonksveer; Snoekweg;;;Snoekweg;;144;1989;NL-0834-890144;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Oprichten opslagplaats met kantoor  Snoekweg   Raamsdonksveer 9-9-1989;1989.09.09;Oprichten opslagplaats met kantoor;Bouwvergunning Oprichten opslagplaats met kantoor  Snoekweg   Raamsdonksveer 9-9-1989;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Oprichten opslagplaats met kantoor;NL 0834;2010;K50771752;179,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.12;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-6243-03;BR144-1989;Snoekweg;; Snoekweg  Raamsdonksveer; Snoekweg;;;Snoekweg;;144;1989;NL-0834-890144;Overige documenten;Bouwvergunning Overige documenten Oprichten opslagplaats met kantoor  Snoekweg   Raamsdonksveer 9-9-1989;1989.09.09;Oprichten opslagplaats met kantoor;Bouwvergunning Oprichten opslagplaats met kantoor  Snoekweg   Raamsdonksveer 9-9-1989;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Oprichten opslagplaats met kantoor;NL 0834;2010;K50771752;52,1;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.12;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-6244-01;BR145-1989;Oeverkruid;4941VV; Oeverkruid 5 Raamsdonksveer; Oeverkruid;5;;Oeverkruid 5;4941VV;145;1989;NL-0834-890145;Beschikking;Bouwvergunning Beschikking Bouw industriehal  Oeverkruid 5 4941VV Raamsdonksveer 9-9-1989;1989.09.09;Bouw industriehal;Bouwvergunning Bouw industriehal  Oeverkruid 5 4941VV Raamsdonksveer 9-9-1989;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw industriehal;NL 0834;2010;K50771752;6,6;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.12;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-6244-02;BR145-1989;Oeverkruid;4941VV; Oeverkruid 5 Raamsdonksveer; Oeverkruid;5;;Oeverkruid 5;4941VV;145;1989;NL-0834-890145;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw industriehal  Oeverkruid 5 4941VV Raamsdonksveer 9-9-1989;1989.09.09;Bouw industriehal;Bouwvergunning Bouw industriehal  Oeverkruid 5 4941VV Raamsdonksveer 9-9-1989;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw industriehal;NL 0834;2010;K50771752;31,4;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.12;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-6244-03;BR145-1989;Oeverkruid;4941VV; Oeverkruid 5 Raamsdonksveer; Oeverkruid;5;;Oeverkruid 5;4941VV;145;1989;NL-0834-890145;Overige documenten;Bouwvergunning Overige documenten Bouw industriehal  Oeverkruid 5 4941VV Raamsdonksveer 9-9-1989;1989.09.09;Bouw industriehal;Bouwvergunning Bouw industriehal  Oeverkruid 5 4941VV Raamsdonksveer 9-9-1989;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Bouw industriehal;NL 0834;2010;K50771752;12,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.12;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-6245-01;BR146-1989;Loddersweer;4942AE; Loddersweer 11 t/m  13 Raamsdonksveer; Loddersweer;11 t/m  13;;Loddersweer 11 t/m 13;4942AE;146;1989;NL-0834-890146;Beschikking;Bouwvergunning Beschikking Maken bergingen met erfafscheiding  Loddersweer 11 t/m  13 4942AE Raamsdonksveer 9-9-1989;1989.09.09;Maken bergingen met erfafscheiding;Bouwvergunning Maken bergingen met erfafscheiding  Loddersweer 11 t/m  13 4942AE Raamsdonksveer 9-9-1989;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Maken bergingen met erfafscheiding;NL 0834;2010;K50771752;3,7;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.12;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-6245-02;BR146-1989;Loddersweer;4942AE; Loddersweer 11 t/m 13 Raamsdonksveer; Loddersweer;11 t/m 13;;Loddersweer 11 t/m 13;4942AE;146;1989;NL-0834-890146;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Maken bergingen met erfafscheiding  Loddersweer 11 t/m 13 4942AE Raamsdonksveer 9-9-1989;1989.09.09;Maken bergingen met erfafscheiding;Bouwvergunning Maken bergingen met erfafscheiding  Loddersweer 11 t/m 13 4942AE Raamsdonksveer 9-9-1989;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Maken bergingen met erfafscheiding;NL 0834;2010;K50771752;6,4;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.12;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-6246-01;BR147-1989;Everdonk;4942CM; Everdonk 29 Raamsdonksveer; Everdonk;29;;Everdonk 29;4942CM;147;1989;NL-0834-890147;Beschikking;Bouwvergunning Beschikking Bouw bijkeuken  Everdonk 29 4942CM Raamsdonksveer 9-9-1989;1989.09.09;Bouw bijkeuken;Bouwvergunning Bouw bijkeuken  Everdonk 29 4942CM Raamsdonksveer 9-9-1989;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw bijkeuken;NL 0834;2010;K50771752;3,6;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.12;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-6246-02;BR147-1989;Everdonk;4942CM; Everdonk 29 Raamsdonksveer; Everdonk;29;;Everdonk 29;4942CM;147;1989;NL-0834-890147;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw bijkeuken  Everdonk 29 4942CM Raamsdonksveer 9-9-1989;1989.09.09;Bouw bijkeuken;Bouwvergunning Bouw bijkeuken  Everdonk 29 4942CM Raamsdonksveer 9-9-1989;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw bijkeuken;NL 0834;2010;K50771752;10,7;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.12;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-6247-01;BR148-1989;Rembrandtlaan;; Rembrandtlaan  Raamsdonksveer; Rembrandtlaan;;;Rembrandtlaan;;148;1989;NL-0834-890148;Beschikking;Bouwvergunning Beschikking Bouw 16 bejaardenwoningen  Rembrandtlaan   Raamsdonksveer 9-9-1989;1989.09.09;Bouw 16 bejaardenwoningen;Bouwvergunning Bouw 16 bejaardenwoningen  Rembrandtlaan   Raamsdonksveer 9-9-1989;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw 16 bejaardenwoningen;NL 0834;2010;K50771752;6,3;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.05;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-6247-02;BR148-1989;Rembrandtlaan;; Rembrandtlaan  Raamsdonksveer; Rembrandtlaan;;;Rembrandtlaan;;148;1989;NL-0834-890148;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw 16 bejaardenwoningen  Rembrandtlaan   Raamsdonksveer 9-9-1989;1989.09.09;Bouw 16 bejaardenwoningen;Bouwvergunning Bouw 16 bejaardenwoningen  Rembrandtlaan   Raamsdonksveer 9-9-1989;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw 16 bejaardenwoningen;NL 0834;2010;K50771752;699,9;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.05;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-6247-03;BR148-1989;Rembrandtlaan;; Rembrandtlaan  Raamsdonksveer; Rembrandtlaan;;;Rembrandtlaan;;148;1989;NL-0834-890148;Overige documenten;Bouwvergunning Overige documenten Bouw 16 bejaardenwoningen  Rembrandtlaan   Raamsdonksveer 9-9-1989;1989.09.09;Bouw 16 bejaardenwoningen;Bouwvergunning Bouw 16 bejaardenwoningen  Rembrandtlaan   Raamsdonksveer 9-9-1989;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Bouw 16 bejaardenwoningen;NL 0834;2010;K50771752;63,3;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.05;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-6248-01;BR149-1989;Berendonk;4942CP; Berendonk 6 Raamsdonksveer; Berendonk;6;;Berendonk 6;4942CP;149;1989;NL-0834-890149;Beschikking;Bouwvergunning Beschikking Vervangen garagedeur door kozijn  Berendonk 6 4942CP Raamsdonksveer 9-9-1989;1989.09.09;Vervangen garagedeur door kozijn;Bouwvergunning Vervangen garagedeur door kozijn  Berendonk 6 4942CP Raamsdonksveer 9-9-1989;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Vervangen garagedeur door kozijn;NL 0834;2010;K50771752;3,7;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.12;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-6248-02;BR149-1989;Berendonk;4942CP; Berendonk 6 Raamsdonksveer; Berendonk;6;;Berendonk 6;4942CP;149;1989;NL-0834-890149;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Vervangen garagedeur door kozijn  Berendonk 6 4942CP Raamsdonksveer 9-9-1989;1989.09.09;Vervangen garagedeur door kozijn;Bouwvergunning Vervangen garagedeur door kozijn  Berendonk 6 4942CP Raamsdonksveer 9-9-1989;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Vervangen garagedeur door kozijn;NL 0834;2010;K50771752;0,6;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.12;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-6249-01;BR150-1989;Bliek;4941SG; Bliek 11 t/m 13 Raamsdonksveer; Bliek;11 t/m 13;;Bliek 11 t/m 13;4941SG;150;1989;NL-0834-890150;Beschikking;Bouwvergunning Beschikking Bouw bedrijfshal  Bliek 11 t/m 13 4941SG Raamsdonksveer 18-9-1989;1989.09.18;Bouw bedrijfshal;Bouwvergunning Bouw bedrijfshal  Bliek 11 t/m 13 4941SG Raamsdonksveer 18-9-1989;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw bedrijfshal;NL 0834;2010;K50771752;8,7;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.12;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-6249-02;BR150-1989;Bliek;4941SG; Bliek 11 t/m 13 Raamsdonksveer; Bliek;11 t/m 13;;Bliek 11 t/m 13;4941SG;150;1989;NL-0834-890150;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw bedrijfshal  Bliek 11 t/m 13 4941SG Raamsdonksveer 18-9-1989;1989.09.18;Bouw bedrijfshal;Bouwvergunning Bouw bedrijfshal  Bliek 11 t/m 13 4941SG Raamsdonksveer 18-9-1989;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw bedrijfshal;NL 0834;2010;K50771752;130,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.12;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-6249-03;BR150-1989;Bliek;4941SG; Bliek 11 t/m 13 Raamsdonksveer; Bliek;11 t/m 13;;Bliek 11 t/m 13;4941SG;150;1989;NL-0834-890150;Overige documenten;Bouwvergunning Overige documenten Bouw bedrijfshal  Bliek 11 t/m 13 4941SG Raamsdonksveer 18-9-1989;1989.09.18;Bouw bedrijfshal;Bouwvergunning Bouw bedrijfshal  Bliek 11 t/m 13 4941SG Raamsdonksveer 18-9-1989;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Bouw bedrijfshal;NL 0834;2010;K50771752;42,1;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.12;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-6250-01;BR151-1989;Zijlweg;4944AV; Zijlweg 5 Raamsdonk; Zijlweg;5;;Zijlweg 5;4944AV;151;1989;NL-0834-890151;Beschikking;Bouwvergunning Beschikking Oprichten werktuigenberging  Zijlweg 5 4944AV Raamsdonk 9-9-1989;1989.09.09;Oprichten werktuigenberging;Bouwvergunning Oprichten werktuigenberging  Zijlweg 5 4944AV Raamsdonk 9-9-1989;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Oprichten werktuigenberging;NL 0834;2010;K50771752;3,4;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.05;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
