Bestand   ;Bouwvergnr. (2);  ;Postcode;;Adres;Huisnr.;Voorvoegsl;;Postcode;Bvnr;Jaar;Zaaknummer;Tabnaam;Omschrijving ;Datum vergunning ;Omschrijving ;Omschrijving bouwvergunning, adres, huisnummer, plaatsnaam;Plaatsnaam;Gemeente;classificatiecode (5.1);Omschrijving classificatiecode ;Bron ;Omschrijving ;Gemeentecode;Bron classificatiecode ;KvK nummer;Omvang in MB;Bestandsformaat;;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;Aanmaakdatum bestand;Aggregatieniveau;Relatie ID;Checksum;Datum;Algoritme;Classificatie;;1993.01.07;NL-0834-931001;GDB-9248-01;GDB-9248-01
GDB-9398-02;;;4941 BT;Dokter Lipshof 6 Raamsdonksveer;;;;;;;;NL-0834-961011;Tekening (technisch);Melding tekening oprichten tuinhuisje Dokter Lipshof 6 Raamsdonksveer  16-4-1996;1996.04.16;oprichten tuinhuisje Dokter Lipshof 6 Raamsdonksveer  16-4-1996;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;d1aebcaa04eb928187b78923c9b5675b5fd155d4;;SHA-1;Niet vertrouwelijk ;;1996.04.18;NL-0834-961012;GDB-9399-01;GDB-9399-01
GDB-9399-01;;;4941 ZA;Rembrandtlaan 26 Raamsdonksveer ;;;;;;;;NL-0834-961012;Beschikking;Melding beschikking oprichten tuinhuisje Rembrandtlaan 26 Raamsdonksveer  18-4-1996;1996.04.18;oprichten tuinhuisje Rembrandtlaan 26 Raamsdonksveer  18-4-1996;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;946fac01a96fd2de45857ebe86771fbe6ebed1b4;;SHA-1;Niet vertrouwelijk ;;1996.04.18;NL-0834-961012;GDB-9399-02;GDB-9399-02
GDB-9399-02;;;4941 ZA;Rembrandtlaan 26 Raamsdonksveer ;;;;;;;;NL-0834-961012;Tekening (technisch);Melding tekening oprichten tuinhuisje Rembrandtlaan 26 Raamsdonksveer  18-4-1996;1996.04.18;oprichten tuinhuisje Rembrandtlaan 26 Raamsdonksveer  18-4-1996;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;8d61fc1755e66c9f34cac111d34a8095dd56fe6c;;SHA-1;Niet vertrouwelijk ;;1996.04.25;NL-0834-961013;GDB-9400-01;GDB-9400-01
GDB-9400-01;;;4942 DJ;Albert Verweystraat 8 Raamsdonksveer;;;;;;;;NL-0834-961013;Beschikking;Melding beschikking uitbreiding woning Albert Verweystraat 8 Raamsdonksveer  25-4-1996;1996.04.25;uitbreiding woning Albert Verweystraat 8 Raamsdonksveer  25-4-1996;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;054689d5fdbe7c8fb46579d56eb09ce6dbb82981;;SHA-1;Niet vertrouwelijk ;;1996.04.25;NL-0834-961013;GDB-9400-02;GDB-9400-02
GDB-9400-02;;;4942 DJ;Albert Verweystraat 8 Raamsdonksveer;;;;;;;;NL-0834-961013;Tekening (technisch);Melding tekening uitbreiding woning Albert Verweystraat 8 Raamsdonksveer  25-4-1996;1996.04.25;uitbreiding woning Albert Verweystraat 8 Raamsdonksveer  25-4-1996;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;1bd7ae3a2a7cb2489734f6a135274e391aa579b2;;SHA-1;Niet vertrouwelijk ;;1996.04.25;NL-0834-961013;GDB-9400-03;GDB-9400-03
GDB-9400-03;;;4942 DJ;Albert Verweystraat 8 Raamsdonksveer;;;;;;;;NL-0834-961013;overige documenten;Melding overige documenten uitbreiding woning Albert Verweystraat 8 Raamsdonksveer  25-4-1996;1996.04.25;uitbreiding woning Albert Verweystraat 8 Raamsdonksveer  25-4-1996;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;9638c915b792692f4c15ea29fed3ef274c925ae6;;SHA-1;Niet vertrouwelijk ;;1996.04.29;NL-0834-961014;GDB-9401-01;GDB-9401-01
GDB-9401-01;;;4941 VJ;Rijvoortshoef 257 Raamsdonksveer;;;;;;;;NL-0834-961014;Beschikking;Melding beschikking bouw berging Rijvoortshoef 257 Raamsdonksveer  29-4-1996;1996.04.29;bouw berging Rijvoortshoef 257 Raamsdonksveer  29-4-1996;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;0754fc8d23e4e11c4c404f1915acbef5b83af4eb;;SHA-1;Niet vertrouwelijk ;;1996.04.29;NL-0834-961014;GDB-9401-02;GDB-9401-02
GDB-9401-02;;;4941 VJ;Rijvoortshoef 257 Raamsdonksveer;;;;;;;;NL-0834-961014;Tekening (technisch);Melding tekening bouw berging Rijvoortshoef 257 Raamsdonksveer  29-4-1996;1996.04.29;bouw berging Rijvoortshoef 257 Raamsdonksveer  29-4-1996;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;fa2f70601d9f77beb5003f0a93d41d9bc25ecf4e;;SHA-1;Niet vertrouwelijk ;;1996.04.29;NL-0834-961014;GDB-9401-03;GDB-9401-03
GDB-9401-03;;;4941 VJ;Rijvoortshoef 257 Raamsdonksveer;;;;;;;;NL-0834-961014;overige documenten;Melding overige documenten bouw berging Rijvoortshoef 257 Raamsdonksveer  29-4-1996;1996.04.29;bouw berging Rijvoortshoef 257 Raamsdonksveer  29-4-1996;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;9e9538cf9087df76f762d0ef3d97b8189319b720;;SHA-1;Niet vertrouwelijk ;;1996.05.07;NL-0834-961015;GDB-9402-01;GDB-9402-01
GDB-9402-01;;;4941 JS;De Bossen 24 Raamsdonksveer;;;;;;;;NL-0834-961015;Beschikking;Melding beschikking oprichten tuinhuisje De Bossen 24 Raamsdonksveer  07-5-1996;1996.05.07;oprichten tuinhuisje De Bossen 24 Raamsdonksveer  07-5-1996;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;89184d2c6dc10deb0414d08a6ba75cee8cc51b7d;;SHA-1;Niet vertrouwelijk ;;1996.05.07;NL-0834-961015;GDB-9402-02;GDB-9402-02
GDB-9402-02;;;4941 JS;De Bossen 24 Raamsdonksveer;;;;;;;;NL-0834-961015;Tekening (technisch);Melding tekening oprichten tuinhuisje De Bossen 24 Raamsdonksveer  07-5-1996;1996.05.07;oprichten tuinhuisje De Bossen 24 Raamsdonksveer  07-5-1996;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;a1163ca977fd5b0b5b96e7fb77f368fa70f0fa6f;;SHA-1;Niet vertrouwelijk ;;1996.05.09;NL-0834-961016;GDB-9403-01;GDB-9403-01
GDB-9403-01;;;4942 EE;Antoon Coolenstraat 2 Raamsdonksveer;;;;;;;;NL-0834-961016;Beschikking;Melding beschikking oprichten tuinhuisje Antoon Coolenstraat 2  Raamsdonksveer 09-5-1996;1996.05.09;oprichten tuinhuisje Antoon Coolenstraat 2  09-5-1996;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;39227472e2b705dbf69300e018414c2cda88849b;;SHA-1;Niet vertrouwelijk ;;1996.05.09;NL-0834-961016;GDB-9403-02;GDB-9403-02
GDB-9403-02;;;4942 EE;Antoon Coolenstraat 2 Raamsdonksveer;;;;;;;;NL-0834-961016;Tekening (technisch);Melding tekening oprichten tuinhuisje Antoon Coolenstraat 2  Raamsdonksveer 09-5-1996;1996.05.09;oprichten tuinhuisje Antoon Coolenstraat 2  09-5-1996;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;0867d28562e28aaf6b152a0e5f1a8222995b29dc;;SHA-1;Niet vertrouwelijk ;;1996.05.09;NL-0834-961017;GDB-9404-01;GDB-9404-01
GDB-9404-01;;;4942 DK;Slauerhofflaan 20 Raamsdonksveer ;;;;;;;;NL-0834-961017;Beschikking;Melding beschikking oprichten tuinhuisje Slauerhofflaan Raamsdonksveer 20  09-5-1996;1996.05.09;oprichten tuinhuisje Slauerhofflaan 20  09-5-1996;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;637218e1659d773bf6a325f932c39bc67fcc02ac;;SHA-1;Niet vertrouwelijk ;;1996.05.09;NL-0834-961017;GDB-9404-02;GDB-9404-02
GDB-9404-02;;;4942 DK;Slauerhofflaan 20 Raamsdonksveer ;;;;;;;;NL-0834-961017;Tekening (technisch);Melding tekening oprichten tuinhuisje Slauerhofflaan 20  Raamsdonksveer 09-5-1996;1996.05.09;oprichten tuinhuisje Slauerhofflaan 20  09-5-1996;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;1b8d21e5e7428f227553f73dca71497a45596a14;;SHA-1;Niet vertrouwelijk ;;1996.05.09;NL-0834-961018;GDB-9405-01;GDB-9405-01
GDB-9405-01;;;4942 VL;Thorbeckesingel 1 Raamsdonksveer ;;;;;;;;NL-0834-961018;Beschikking;Melding beschikking oprichten tuinhuisje Thorbeckesingel 1 Raamsdonksveer  09-5-1996;1996.05.09;oprichten tuinhuisje Thorbeckesingel 1 Raamsonksveer  09-5-1996;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;e01ea1cca5e532acd39ad4160c11c280764bebf4;;SHA-1;Niet vertrouwelijk ;;1996.05.09;NL-0834-961018;GDB-9405-02;GDB-9405-02
GDB-9405-02;;;4942 VL;Thorbeckesingel 1 Raamsdonksveer ;;;;;;;;NL-0834-961018;Tekening (technisch);Melding tekening oprichten tuinhuisje Thorbeckesingel 1 Raamsdonksveer  09-5-1996;1996.05.09;oprichten tuinhuisje Thorbeckesingel 1 Raamsonksveer  09-5-1996;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;f2b568afb1c02578fc1ae39e0dd21fe4685f414f;;SHA-1;Niet vertrouwelijk ;;1996.05.14;NL-0834-961019;GDB-9406-01;GDB-9406-01
GDB-9406-01;;;4941 BX;Griendstraat 26 Raamsdonksveer;;;;;;;;NL-0834-961019;Beschikking;Melding beschikking plaatsen overkapping Griendstraat 26 Raamsdonksveer  14-05-1996;1996.05.14;plaatsen overkapping Griendstraat 26 Raamsdonksveer  14-05-1996;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;5c7e7b445c61e7c9f83218dc13972fc3d1472f9b;;SHA-1;Niet vertrouwelijk ;;1996.05.14;NL-0834-961019;GDB-9406-02;GDB-9406-02
GDB-9406-02;;;4941 BX;Griendstraat 26 Raamsdonksveer;;;;;;;;NL-0834-961019;Tekening (technisch);Melding tekening plaatsen overkapping Griendstraat 26 Raamsdonksveer  14-05-1996;1996.05.14;plaatsen overkapping Griendstraat 26 Raamsdonksveer  14-05-1996;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;4786449964b0b9477036df7eecc86fc89faa82bb;;SHA-1;Niet vertrouwelijk ;;1996.05.23;NL-0834-961020;GDB-9407-01;GDB-9407-01
GDB-9407-01;;;4942 AP;Smalweer 13 Raamsdonksveer;;;;;;;;NL-0834-961020;Beschikking;Melding beschikking plaatsen serre Smalweer 13 Raamsdonksveer  23-05-1996;1996.05.23;plaatsen serre Smalweer 13 Raamsdonksveer  23-05-1996;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;b6cfbba6aa4920079b39e8385d924cc69039998b;;SHA-1;Niet vertrouwelijk ;;1996.05.23;NL-0834-961020;GDB-9407-02;GDB-9407-02
GDB-9407-02;;;4942 AP;Smalweer 13 Raamsdonksveer;;;;;;;;NL-0834-961020;Tekening (technisch);Melding tekening plaatsen serre Smalweer 13 Raamsdonksveer  23-05-1996;1996.05.23;plaatsen serre Smalweer 13 Raamsdonksveer  23-05-1996;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;9c8bd46e9a174b0626752543a9d31ae947ef5add;;SHA-1;Niet vertrouwelijk ;;1996.05.23;NL-0834-961020;GDB-9407-03;GDB-9407-03
GDB-9407-03;;;4942 AP;Smalweer 13 Raamsdonksveer;;;;;;;;NL-0834-961020;overige documenten;Melding overige documenten plaatsen serre Smalweer 13 Raamsdonksveer  23-05-1996;1996.05.23;plaatsen serre Smalweer 13 Raamsdonksveer  23-05-1996;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;c75be32bb5868fbfb4d7a5a684e7f79781daa857;;SHA-1;Niet vertrouwelijk ;;1996.05.30;NL-0834-961021;GDB-9408-01;GDB-9408-01
GDB-9408-01;;;4941 BV;Lavendelstraat 14 Raamsdonksveer;;;;;;;;NL-0834-961021;Beschikking;Melding  beschikking plaatsen dakkapel Lavendelstraat 14 Raamsdonksveer  30-05-1996;1996.05.30;plaatsen dakkapel Lavendelstraat 14 Raamsdonksveer  30-05-1996;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;a28f59af17d34baa08f051df3f1f728106ba335c;;SHA-1;Niet vertrouwelijk ;;1996.05.30;NL-0834-961021;GDB-9408-02;GDB-9408-02
GDB-9408-02;;;4941 BV;Lavendelstraat 14 Raamsdonksveer;;;;;;;;NL-0834-961021;Tekening (technisch);Melding tekening plaatsen dakkapel Lavendelstraat 14 Raamsdonksveer  30-05-1996;1996.05.30;plaatsen dakkapel Lavendelstraat 14 Raamsdonksveer  30-05-1996;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;f0689a21cfe6066ec66b0f26d77c7ad34885ce3d;;SHA-1;Niet vertrouwelijk ;;1996.06.06;NL-0834-961022;GDB-9409-01;GDB-9409-01
GDB-9409-01;;;4944 VV;Dijkgraafstraat 6 Raamsdonk;;;;;;;;NL-0834-961022;Beschikking;Melding beschikking oprichten tuinhuisje Dijkgraafstraat 6  Raamsdonk  06-6-1996;1996.06.06;oprichten tuinhuisje Dijkgraafstraat 6  Raamsdonk  06-6-1996;;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;05da0b2153f4c3295ef1b08e7a0686e312a15e5d;;SHA-1;Niet vertrouwelijk ;;1996.06.06;NL-0834-961022;GDB-9409-02;GDB-9409-02
GDB-9409-02;;;4944 VV;Dijkgraafstraat 6 Raamsdonk;;;;;;;;NL-0834-961022;Tekening (technisch);Melding tekening oprichten tuinhuisje Dijkgraafstraat 6  Raamsdonk  06-6-1996;1996.06.06;oprichten tuinhuisje Dijkgraafstraat 6  Raamsdonk  06-6-1996;;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;5bc2211731e3bf696c3ca172c2cb14e39bff2933;;SHA-1;Niet vertrouwelijk ;;1996.06.13;NL-0834-961023;GDB-9410-01;GDB-9410-01
GDB-9410-01;;;4941 DH;Haven 94 Raamsdonksveer;;;;;;;;NL-0834-961023;Beschikking;Melding beschikking oprichten garage Haven 94  Raamsdonksveer 13-6-1996;1996.06.13;oprichten garage Haven 94  Raamsdonksveer 13-6-1996;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;81e9bd2994f2b7d85d3db0d1da201979c2ade780;;SHA-1;Niet vertrouwelijk ;;1996.06.13;NL-0834-961023;GDB-9410-02;GDB-9410-02
GDB-9410-02;;;4941 DH;Haven 94 Raamsdonksveer;;;;;;;;NL-0834-961023;Tekening (technisch);Melding tekening oprichten garage Haven 94  Raamsdonksveer 13-6-1996;1996.06.13;oprichten garage Haven 94  Raamsdonksveer 13-6-1996;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;c7764ed22faddb10b2004aa975e0cbd2732c1b8c;;SHA-1;Niet vertrouwelijk ;;1996.06.13;NL-0834-961024;GDB-9411-01;GDB-9411-01
GDB-9411-01;;;4944 AS;Luiten Ambachtstraat 19Raamsdonk;;;;;;;;NL-0834-961024;Beschikking;Melding beschikking oprichten tuinhuisje Luiten Ambachtstraat 19 Raamsdonk  13-6-1996;1996.06.13;oprichten tuinhuisje Luiten Ambachtstraat 19 Raamsdonk  13-6-1996;;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;0fe274446bae1f5655503ec1d5c1bede0308970b;;SHA-1;Niet vertrouwelijk ;;1996.06.13;NL-0834-961024;GDB-9411-02;GDB-9411-02
GDB-9411-02;;;4944 AS;Luiten Ambachtstraat 19Raamsdonk;;;;;;;;NL-0834-961024;Tekening (technisch);Melding tekening oprichten tuinhuisje Luiten Ambachtstraat 19 Raamsdonk  13-6-1996;1996.06.13;oprichten tuinhuisje Luiten Ambachtstraat 19 Raamsdonk  13-6-1996;;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;5040ee18432d57d6d90880a29f929589f35edfa6;;SHA-1;Niet vertrouwelijk ;;1996.06.13;NL-0834-961025;GDB-9412-01;GDB-9412-01
GDB-9412-01;;;4942 DP;Anton van Duinkerkenstraat 8 Raamsdonksveer;;;;;;;;NL-0834-961025;Beschikking;Melding beschikking oprichten tuinhuisje Anton van Duinkerkenstraat 8 Raamsdonksveer  13-6-1996;1996.06.13;oprichten tuinhuisje Anton van Duinkerkenstraat 8 Raamsdonksveer  13-6-1996;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;20e51a95adcea3d7bfa982b733522e7d33369edb;;SHA-1;Niet vertrouwelijk ;;1996.06.13;NL-0834-961025;GDB-9412-02;GDB-9412-02
GDB-9412-02;;;4942 DP;Anton van Duinkerkenstraat 8 Raamsdonksveer;;;;;;;;NL-0834-961025;Tekening (technisch);Melding tekening oprichten tuinhuisje Anton van Duinkerkenstraat 8 Raamsdonksveer  13-6-1996;1996.06.13;oprichten tuinhuisje Anton van Duinkerkenstraat 8 Raamsdonksveer  13-6-1996;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;b400185e2182cfa42493705b8af1c48438a3c168;;SHA-1;Niet vertrouwelijk ;;1996.06.13;NL-0834-961025;GDB-9412-03;GDB-9412-03
GDB-9412-03;;;4942 DP;Anton van Duinkerkenstraat 8 Raamsdonksveer;;;;;;;;NL-0834-961025;overige documenten;Melding overige documenten oprichten tuinhuisje Anton van Duinkerkenstraat 8 Raamsdonksveer  13-6-1996;1996.06.13;oprichten tuinhuisje Anton van Duinkerkenstraat 8 Raamsdonksveer  13-6-1996;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;cfa7f8ca8b0b8ea9b22b5e2cff039d20237177e9;;SHA-1;Niet vertrouwelijk ;;1996.08.08;NL-0834-961026;GDB-9413-01;GDB-9413-01
