Bestand   ;Bouwvergnr. (2);  ;Postcode;;Adres;Huisnr.;Voorvoegsl;;Postcode;Bvnr;Jaar;Zaaknummer;Tabnaam;Omschrijving ;Datum vergunning ;Omschrijving ;Omschrijving bouwvergunning, adres, huisnummer, plaatsnaam;Plaatsnaam;Gemeente;classificatiecode (5.1);Omschrijving classificatiecode ;Bron ;Omschrijving ;Gemeentecode;Bron classificatiecode ;KvK nummer;Omvang in MB;Bestandsformaat;;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;;Openbaar;Integer;Enkelvoudig;Aanmaakdatum bestand;Aggregatieniveau;Relatie ID;Checksum;Datum;Algoritme;Classificatie
GDB-7794-02;G053-1975;Markt;4931BT; Markt 42 Geertruidenberg; Markt;42;;Markt 42;4931BT;53;1975;NL-0779-750053;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Aanbrengen luifel  Markt 42  Geertruidenberg 25-11-1975;1975.11.25;Aanbrengen luifel;Bouwvergunning Aanbrengen luifel  Markt 42  Geertruidenberg 25-11-1975;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Aanbrengen luifel;NL 0779;2010;K50771752;11,9;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.10;Record;Archief ;;;;
GDB-7795-01;G053a-1975;Koestraat;4931CP; Koestraat 37 Geertruidenberg; Koestraat;37;;Koestraat 37;4931CP;53a;1975;NL-0779-750053A;Beschikking;Bouwvergunning Beschikking Gedeeltelijk veranderen woning  Koestraat 37 4931CP Geertruidenberg 9-12-1975;1975.12.09;Gedeeltelijk veranderen woning;Bouwvergunning Gedeeltelijk veranderen woning  Koestraat 37 4931CP Geertruidenberg 9-12-1975;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Gedeeltelijk veranderen woning;NL 0779;2010;K50771752;5,1;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.10;Record;Archief ;;;;
GDB-7795-02;G053a-1975;Koestraat;4931CP; Koestraat 37 Geertruidenberg; Koestraat;37;;Koestraat 37;4931CP;53a;1975;NL-0779-750053A;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Gedeeltelijk veranderen woning  Koestraat 37 4931CP Geertruidenberg 9-12-1975;1975.12.09;Gedeeltelijk veranderen woning;Bouwvergunning Gedeeltelijk veranderen woning  Koestraat 37 4931CP Geertruidenberg 9-12-1975;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Gedeeltelijk veranderen woning;NL 0779;2010;K50771752;16,1;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.10;Record;Archief ;;;;
GDB-7796-01;G054-1975;Emiliastraat;4931GC; Emiliastraat 17 Geertruidenberg; Emiliastraat;17;;Emiliastraat 17;4931GC;54;1975;NL-0779-750054;Beschikking;Bouwvergunning Beschikking Bouw berging  Emiliastraat 17 4931GC Geertruidenberg 9-12-1975;1975.12.09;Bouw berging;Bouwvergunning Bouw berging  Emiliastraat 17 4931GC Geertruidenberg 9-12-1975;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw berging;NL 0779;2010;K50771752;4,2;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.10;Record;Archief ;;;;
GDB-7796-02;G054-1975;Emiliastraat;4931GC; Emiliastraat 17 Geertruidenberg; Emiliastraat;17;;Emiliastraat 17;4931GC;54;1975;NL-0779-750054;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw berging  Emiliastraat 17 4931GC Geertruidenberg 9-12-1975;1975.12.09;Bouw berging;Bouwvergunning Bouw berging  Emiliastraat 17 4931GC Geertruidenberg 9-12-1975;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw berging;NL 0779;2010;K50771752;8,9;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.10;Record;Archief ;;;;
GDB-7796-03;G054-1975;Emiliastraat;4931GC; Emiliastraat 17 Geertruidenberg; Emiliastraat;17;;Emiliastraat 17;4931GC;54;1975;NL-0779-750054;Overige documenten;Bouwvergunning Overige documenten Bouw berging  Emiliastraat 17 4931GC Geertruidenberg 9-12-1975;1975.12.09;Bouw berging;Bouwvergunning Bouw berging  Emiliastraat 17 4931GC Geertruidenberg 9-12-1975;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Bouw berging;NL 0779;2010;K50771752;2,7;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.10;Record;Archief ;;;;
GDB-7797-01;G055-1975;Dulderpark;4931HG; Dulderpark 29 Geertruidenberg; Dulderpark;29;;Dulderpark 29;4931HG;55;1975;NL-0779-750055;Beschikking;Bouwvergunning Beschikking Bouw keuken  Dulderpark 29 4931HG Geertruidenberg 9-12-1975;1975.12.09;Bouw keuken;Bouwvergunning Bouw keuken  Dulderpark 29 4931HG Geertruidenberg 9-12-1975;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw keuken;NL 0779;2010;K50771752;5,3;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.10;Record;Archief ;;;;
GDB-7797-02;G055-1975;Dulderpark;4931HG; Dulderpark 29 Geertruidenberg; Dulderpark;29;;Dulderpark 29;4931HG;55;1975;NL-0779-750055;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw keuken  Dulderpark 29 4931HG Geertruidenberg 9-12-1975;1975.12.09;Bouw keuken;Bouwvergunning Bouw keuken  Dulderpark 29 4931HG Geertruidenberg 9-12-1975;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw keuken;NL 0779;2010;K50771752;10,9;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.10;Record;Archief ;;;;
GDB-7798-01;G057-1975;Centraleweg;4931NB; Centraleweg 6 Geertruidenberg; Centraleweg;6;;Centraleweg 6;4931NB;57;1975;NL-0779-750057;Beschikking;Bouwvergunning Beschikking Bouw productiehal  Centraleweg 6 4931NB Geertruidenberg 23-12-1975;1975.12.23;Bouw productiehal;Bouwvergunning Bouw productiehal  Centraleweg 6 4931NB Geertruidenberg 23-12-1975;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw productiehal;NL 0779;2010;K50771752;5,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.10;Record;Archief ;;;;
GDB-7798-02;G057-1975;Centraleweg;4931NB; Centraleweg 6 Geertruidenberg; Centraleweg;6;;Centraleweg 6;4931NB;57;1975;NL-0779-750057;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw productiehal  Centraleweg 6 4931NB Geertruidenberg 23-12-1975;1975.12.23;Bouw productiehal;Bouwvergunning Bouw productiehal  Centraleweg 6 4931NB Geertruidenberg 23-12-1975;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw productiehal;NL 0779;2010;K50771752;9,9;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.10;Record;Archief ;;;;
GDB-6445-01;G024-1932;Koestraat;;Koestraat Geertruidenberg;Koestraat;;;Koestraat;;24;1932;NL-0779-320024;Beschikking;Bouwvergunning beschikking dubbel woonhuis aan de Koestraat te Geertruidenberg  15-7-1932;1932.07.15;dubbel woonhuis;Bouwvergunning dubbel woonhuis aan de Koestraat te Geertruidenberg  15-7-1932;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking dubbel woonhuis;NL 0779;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.10;Record;Archief ;;;;
GDB-6445-02;G024-1932;Koestraat;;Koestraat Geertruidenberg;Koestraat;;;Koestraat;;24;1932;NL-0779-320024;Tekening ( technisch );Bouwvergunning tekening (technisc) dubbel woonhuis aan de Koestraat te Geertruidenberg  15-7-1932;1932.07.15;dubbel woonhuis;Bouwvergunning dubbel woonhuis aan de Koestraat te Geertruidenberg  15-7-1932;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekening ( technisch ) dubbel woonhuis;NL 0779;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.10;Record;Archief ;;;;
GDB-6446-01;G025-1932;Koestraat;;Koestraat Geertruidenberg;Koestraat;;;Koestraat;;25;1932;NL-0779-320025;Beschikking;Bouwvergunning beschikking bouw schuur aan de Koestraat te Geertruidenberg 22-7-1932;1932.07.22;bouw schuur;Bouwvergunning bouw schuur aan de Koestraat te Geertruidenberg 22-7-1932;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking bouw schuur;NL 0779;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.10;Record;Archief ;;;;
GDB-6446-02;G025-1932;Koestraat;;Koestraat Geertruidenberg;Koestraat;;;Koestraat;;25;1932;NL-0779-320025;Tekening ( technisch );Bouwvergunning tekening (technisch) bouw schuur aan de Koestraat te Geertruidenberg 22-7-1932;1932.07.22;bouw schuur;Bouwvergunning bouw schuur aan de Koestraat te Geertruidenberg 22-7-1932;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekening ( technisch ) bouw schuur;NL 0779;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.10;Record;Archief ;;;;
GDB-6447-01;G026-1932;Koestraat;4931CT;Koestraat  52 Geertruidenberg;Koestraat;52;;Koestraat 52;4931CT;26;1932;NL-0779-320026;Beschikking;Bouwvergunning beschikking verbouwen parochiehuis aan de Koestraat 52  Geertruidenberg 12-8-1932;1932.08.12;verbouwen parochiehuis;Bouwvergunning  verbouwen parochiehuis aan de Koestraat 52  Geertruidenberg 12-8-1932;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking verbouwen parochiehuis;NL 0779;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.10;Record;Archief ;;;;
GDB-6447-02;G026-1932;Koestraat;4931CT;Koestraat  52 Geertruidenberg;Koestraat;52;;Koestraat 52;4931CT;26;1932;NL-0779-320026;Tekening ( technisch );Bouwvergunning tekening (technisch) verbouwen parochiehuis aan de Koestraat 52  Geertruidenberg 12-8-1932;1932.08.12;verbouwen parochiehuis;Bouwvergunning verbouwen parochiehuis aan de Koestraat 52  Geertruidenberg 12-8-1932;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekening ( technisch ) verbouwen parochiehuis;NL 0779;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.10;Record;Archief ;;;;
GDB-6448-01;G027-1932;Zuidwal;;Zuidwal Geertruidenberg;Zuidwal;;;Zuidwal;;27;1932;NL-0779-320027;Beschikking;Bouwvergunning beschikking verbouwen woning Zuidwal te Geertruidenberg 12-8-1932;1932.08.12;verbouwen woning;Bouwvergunning verbouwen woning Zuidwal te Geertruidenberg 12-8-1932;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking verbouwen woning;NL 0779;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.10;Record;Archief ;;;;
GDB-6448-02;G027-1932;Zuidwal;;Zuidwal Geertruidenberg;Zuidwal;;;Zuidwal;;27;1932;NL-0779-320027;Tekening ( technisch );Bouwvergunning tkeening (technisch) verbouwen woning Zuidwal te Geertruidenberg 12-8-1932;1932.08.12;verbouwen woning;Bouwvergunning verbouwen woning Zuidwal te Geertruidenberg 12-8-1932;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekening ( technisch ) verbouwen woning;NL 0779;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.10;Record;Archief ;;;;
GDB-6449-01;G028-1932;Hooge Weide;;Hooge Weide Geertruidenberg;Hooge Weide;;;Hooge Weide;;28;1932;NL-0779-320028;Beschikking;Bouwvergunning beschikking bouwen kleedlokalen aan de Hooge Weide Geertruidenberg 23-9-1932;1932.09.23;bouwen kleedlokalen;Bouwvergunning bouwen kleedlokalen aan de Hooge Weide Geertruidenberg 23-9-1932;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking bouwen kleedlokalen;NL 0779;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.10;Record;Archief ;;;;
GDB-6449-02;G028-1932;Hooge Weide;;Hooge Weide Geertruidenberg;Hooge Weide;;;Hooge Weide;;28;1932;NL-0779-320028;Tekening ( technisch );Bouwvergunning tekening ( technisch) bouwen kleedlokalen aan de Hooge Weide Geertruidenberg 23-9-1932;1932.09.23;bouwen kleedlokalen;Bouwvergunning bouwen kleedlokalen aan de Hooge Weide Geertruidenberg 23-9-1932;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekening ( technisch ) bouwen kleedlokalen;NL 0779;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.10;Record;Archief ;;;;
GDB-6450-01;G029-1932;Centraleweg;4931NB;Centraleweg 36 Geertruidenberg;Centraleweg;36;;Centraleweg 36;4931NB;29;1932;NL-0779-320029;Beschikking;Bouwvergunning beschikking bouw garage Centraleweg 36 Geertruidenberg 23-9-1932;1932.09.23;bouw garage;Bouwvergunning bouw garage Centraleweg 36 Geertruidenberg 23-9-1932;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking bouw garage;NL 0779;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.10;Record;Archief ;;;;
GDB-6450-02;G029-1932;Centraleweg;4931NB;Centraleweg 36 Geertruidenberg;Centraleweg;36;;Centraleweg 36;4931NB;29;1932;NL-0779-320029;Tekening ( technisch );Bouwvergunning tekening (technisch) bouw garage Centraleweg 36 Geertruidenberg 23-9-1932;1932.09.23;bouw garage;Bouwvergunning bouw garage Centraleweg 36 Geertruidenberg 23-9-1932;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekening ( technisch ) bouw garage;NL 0779;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.10;Record;Archief ;;;;
GDB-6451-01;G030-1932;Stationsweg;;Stationsweg Geertruidenberg;Stationsweg;;;Stationsweg;;30;1932;NL-0779-320030;Beschikking;Bouwvergunning beschikking bouw werkplaats aan dfe Stationsweg te Geertruidenberg 30-9-1932;1932.09.30;bouw werkplaats;Bouwvergunning bouw werkplaats aan dfe Stationsweg te Geertruidenberg 30-9-1932;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking bouw werkplaats;NL 0779;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.10;Record;Archief ;;;;
GDB-6451-02;G030-1932;Stationsweg;;Stationsweg Geertruidenberg;Stationsweg;;;Stationsweg;;30;1932;NL-0779-320030;Tekening ( technisch );Bouwvergunning tkeening (technisch) bouw werkplaats aan dfe Stationsweg te Geertruidenberg 30-9-1932;1932.09.30;bouw werkplaats;Bouwvergunning bouw werkplaats aan dfe Stationsweg te Geertruidenberg 30-9-1932;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekening ( technisch ) bouw werkplaats;NL 0779;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.10;Record;Archief ;;;;
GDB-6452-01;G031-1932;Stadsweg;4931NB;Stadsweg 2 Geertruidenberg;Stadsweg;2;;Stadsweg 2;4931NB;31;1932;NL-0779-320031;Beschikking;Bouwvergunning beschikking bouw schuur aan de Stationsweg 2 Geertruidenberg 30-9-1932;1932.09.30;bouw schuur;Bouwvergunning schuur aan de Stationsweg 2 Geertruidenberg 30-9-1932;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking bouw schuur;NL 0779;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.10;Record;Archief ;;;;
GDB-6452-02;G031-1932;Stadsweg;4931NB;Stadsweg 2 Geertruidenberg;Stadsweg;2;;Stadsweg 2;4931NB;31;1932;NL-0779-320031;Tekening ( technisch );Bouwvergunning tekening (technisch) bouw schuur aan de Stationsweg 2 Geertruidenberg 30-9-1932;1932.09.30;bouw schuur;Bouwvergunning schuur aan de Stationsweg 2 Geertruidenberg 30-9-1932;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekening ( technisch ) bouw schuur;NL 0779;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.10;Record;Archief ;;;;
GDB-6453-01;G032-1932;Venestraat ;4931BP;Venestraat 28 Geertruidenberg;Venestraat;28;;Venestraat 28;4931BP;32;1932;NL-0779-320032;Beschikking;Bouwvergunning beschikking bouw opslagloods Venestraat 28 Geertruidenberg 30-9-1932;1932.09.30;bouw opslagloods;Bouwvergunning bouw opslagloods Venestraat 28 Geertruidenberg 30-9-1932;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking bouw opslagloods;NL 0779;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.10;Record;Archief ;;;;
GDB-6453-02;G032-1932;Venestraat;4931BP;Venestraat 28 Geertruidenberg;Venestraat;28;;Venestraat 28;4931BP;32;1932;NL-0779-320032;Tekening ( technisch );Bouwvergunning tekening (technisch) bouw opslagloods Venestraat 28 Geertruidenberg 30-9-1932;1932.09.30;bouw opslagloods;Bouwvergunning bouw opslagloods Venestraat 28 Geertruidenberg 30-9-1932;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekening ( technisch ) bouw opslagloods;NL 0779;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.10;Record;Archief ;;;;
GDB-6454-01;G033-1932;Markt;4931BT;Markt 40 Geertruidenberg;Markt;40;;Markt 40;4931BT;33;1932;NL-0779-320033;Beschikking;Bouwvergunning beschikking bouw schuur Markt 40 Geertruidenberg 30-9-1932;1932.09.30;bouw schuur;Bouwvergunning  bouw schuur Markt 40 Geertruidenberg 30-9-1932;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking bouw schuur;NL 0779;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.10;Record;Archief ;;;;
GDB-6454-02;G033-1932;Markt;4931BT;Markt 40 Geertruidenberg;Markt;40;;Markt 40;4931BT;33;1932;NL-0779-320033;Tekening ( technisch );Bouwvergunning tekening (technisch) bouw schuur Markt 40 Geertruidenberg 30-9-1932;1932.09.30;bouw schuur;Bouwvergunning  bouw schuur Markt 40 Geertruidenberg 30-9-1932;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekening ( technisch ) bouw schuur;NL 0779;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.10;Record;Archief ;;;;
GDB-6455-01;G034-1932;Koestraat;;Koestraat Geertruidenberg;Koestraat;;;Koestraat;;34;1932;NL-0779-320034;Beschikking;Bouwvergunning beschikking schuur Koestraat Geertruidenberg 7-10-1932;1932.10.07;bouw schuur;Bouwvergunning  schuur Koestraat Geertruidenberg 7-10-1932;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking bouw schuur;NL 0779;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.10;Record;Archief ;;;;
GDB-6455-02;G034-1932;Koestraat;;Koestraat Geertruidenberg;Koestraat;;;Koestraat;;34;1932;NL-0779-320034;Tekening ( technisch );Bouwvergunning tekening (technisch) schuur Koestraat Geertruidenberg 7-10-1932;1932.10.07;bouw schuur;Bouwvergunning  schuur Koestraat Geertruidenberg 7-10-1932;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekening ( technisch ) bouw schuur;NL 0779;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.10;Record;Archief ;;;;
GDB-6456-01;G035-1932;Koestraat;;Koestraat Geertruidenberg;Koestraat;;;Koestraat;;35;1932;NL-0779-320035;Beschikking;Bouwvergunning beschikking woonhuis aan de Koestraat Geertruidenberg 21-10-1932;1932.10.21;bouw woonhuis;Bouwvergunning  woonhuis aan de Koestraat Geertruidenberg 21-10-1932;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking bouw woonhuis;NL 0779;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.10;Record;Archief ;;;;
GDB-6456-02;G035-1932;Koestraat;;Koestraat Geertruidenberg;Koestraat;;;Koestraat;;35;1932;NL-0779-320035;Tekening ( technisch );Bouwvergunning tekening (technisch) woonhuis aan de Koestraat Geertruidenberg 21-10-1932;1932.10.21;bouw woonhuis;Bouwvergunning  woonhuis aan de Koestraat Geertruidenberg 21-10-1932;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekening ( technisch ) bouw woonhuis;NL 0779;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.10;Record;Archief ;;;;
